证券代码,年度,挂牌日期,主办券商,所属园区,所属证监会行业,摘牌日期,挂牌年度,挂牌月份,证券简称,资产总计,归属母公司股东的权益,营业收入,营业成本,销售费用,管理费用,财务费用,归属母公司股东的净利润,非经常性损益,扣除非经常性损益后的净利,经营活动产生的现金流量净额,应收账款,固定资产,ROA,折旧,长期待摊费用摊销,存货的减少,经营性应收项目的减少,经营性应付项目的增加,实际披露日期,报告期,挂牌前后,relativeYear
833123.OC,2011,2015-07-30,西南证券股份有限公司,非高新产业区,造纸和纸制品业,,2015,7,瑞丰股份,151949034.12,23684672.95,168046176.49,144939414.36,5300105.37,8128756.24,4778045.69,4470785.57,,,24048847.87,30242845.7,46623996.27,3.407,4778442.26,847105.78,-4945448.04,3649891.5,9834243.46,,,挂牌前,-4
833152.OC,2008,2015-07-30,中泰证券股份有限公司,非高新产业区,电气机械和器材制造业,,2015,7,新风光,,,165980000.0,,,,,,,,,,,,,,,,,,,挂牌前,-4
833171.OC,2011,2015-08-04,光大证券股份有限公司,非高新产业区,水上运输业,,2015,8,福建国航,2347226891.61,766138178.25,798585063.97,627911988.71,,58595966.63,84165658.42,73869423.83,,,179404671.29,30397583.03,1390284792.86,3.1543,115214729.67,2020234.49,-8827736.25,9747155.25,-43922233.62,2012-06-19,2011-12-31,挂牌前,-4
833225.OC,2011,2015-08-14,海通证券股份有限公司,非高新产业区,造纸和纸制品业,,2015,8,赛特股份,63661010.75,38891222.69,35096964.17,25838362.5,788928.43,911537.04,977300.05,4420741.21,,,-12490205.82,6232812.54,8268071.3,9.3889,344841.92,,-9104065.01,-14897219.55,5471264.79,2013-03-21,2011-12-31,挂牌前,-4
833283.OC,2010,2015-08-18,中泰证券股份有限公司,潍坊高新区,通用设备制造业,,2015,8,盛瑞传动,1460649913.97,514992174.91,1147056608.34,898306251.32,6177504.1,116691778.97,14646781.43,97875610.37,8060538.49,89815071.88,22030264.88,251018270.69,267011138.57,8.4167,,,,,,,,挂牌前,-4
833286.OC,2010,2015-08-28,安信证券股份有限公司,非高新产业区,铁路、船舶、航空航天和其他运输设备制造业,,2015,8,海斯比,30170000.0,,165550000.0,,,,,22110000.0,,,,,,,,,,,,,,挂牌前,-4
833292.OC,2011,2015-08-14,中泰证券股份有限公司,非高新产业区,橡胶和塑料制品业,,2015,8,泰然科技,24893263.99,7458029.77,11038095.11,7524537.5,409972.27,1233779.62,971340.5,597307.59,,,2225757.79,62543.19,7967620.91,2.3995,712054.42,,-3001174.18,-293512.64,3273900.79,,,挂牌前,-4
833368.OC,2010,2015-08-20,华泰证券股份有限公司,非高新产业区,电力、热力生产和供应业,,2015,8,江苏新能,548000000.0,260000000.0,128000000.0,,,,,1650000.0,,,,,,,,,,,,,,挂牌前,-4
833371.OC,2009,2015-08-21,广发证券股份有限公司,非高新产业区,管道运输业,,2015,8,蓝天燃气,1105733812.4,384068470.09,870051279.56,669435817.28,2195082.5,30068153.51,34849513.81,94512390.22,6338978.06,88173412.16,163189811.39,709056.81,741230331.25,9.9353,,,,,,,,挂牌前,-4
833374.OC,2011,2015-08-28,中航证券有限公司,非高新产业区,零售业,,2015,8,东方股份,493628453.87,131671038.99,617982555.44,446936676.51,76188331.94,34627137.1,-1788649.4,38563062.59,,,80294125.55,34753121.0,107783824.42,7.8122,11946400.83,7521602.78,-19370590.31,-155741711.82,197084339.6,,,挂牌前,-4
833378.OC,2011,2015-08-28,安信证券股份有限公司,非高新产业区,计算机、通信和其他电子设备制造业,,2015,8,深深爱,538405534.4,348002666.16,463962847.43,356836886.63,8685279.6,58951596.75,1875851.11,34947937.76,3757388.69,31190549.07,24209596.62,110660655.76,221096802.88,6.491,,,,,,,,挂牌前,-4
833437.OC,2010,2015-09-30,新时代证券股份有限公司,非高新产业区,医药制造业,,2015,9,亿邦制药,243607397.6,213398444.16,413855977.62,177592621.53,39455731.77,43915870.75,-62136.26,116863138.25,-6355300.0,123218400.0,125777132.04,836182.87,54786775.72,54.7119,4044800.0,,-21363800.0,11731300.0,8145000.0,,,挂牌前,-4
833444.OC,2011,2015-08-25,南京证券股份有限公司,非高新产业区,专用设备制造业,,2015,8,华恒股份,793754186.18,311267270.16,430739715.23,219887104.83,28403762.41,73041147.05,7836635.24,103014005.86,12676400.0,90337600.0,76875092.49,60514181.98,172134099.75,15.938,18740810.97,20630.1,-197464757.58,-22149997.37,165817309.15,,,挂牌前,-4
833445.OC,2010,2015-09-14,国泰君安证券股份有限公司,天津滨海高新技术产业开发区,开采辅助活动,,2015,9,海王星,236882521.61,107975229.73,97289994.4,40370794.68,1996722.57,30499861.18,4787951.32,16812324.37,,,33554358.8,22290766.46,123212440.4,7.6251,,,,,,2013-11-06,2010-12-31,挂牌前,-4
833480.OC,2009,2015-09-01,中信证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,9,红旗民爆,365335753.03,224315904.2,362217751.94,191963064.09,29122792.34,44896547.72,3465040.89,81057682.64,4762211.04,76295471.6,61464791.15,30603093.28,157657526.77,24.931,,,,,,,,挂牌前,-4
833482.OC,2011,2015-09-01,中原证券股份有限公司,中关村科技园区,广播、电视、电影和影视录音制作业,,2015,9,能量传播,155103379.63,107222091.39,120801438.0,58196297.97,4688110.64,14462468.27,-308362.85,27322699.88,-61166.26,27383866.14,22948410.06,24806652.03,3952765.67,17.6158,,,,,,,,挂牌前,-4
833491.OC,2010,2015-11-10,新时代证券股份有限公司,非高新产业区,金属制品业,,2015,11,沧海核装,576726861.15,210934894.84,557714027.31,389283034.26,34253656.39,43414850.74,20029073.34,52510278.55,-732892.16,53243170.71,71472979.33,120230739.68,107570035.47,9.3877,,,,,,,,挂牌前,-4
833539.OC,2010,2015-09-21,西南证券股份有限公司,非高新产业区,土木工程建筑业,,2015,9,大方生态,85919792.78,25785642.8,75676315.06,63506207.37,,3352400.33,1810965.51,3478428.35,,,-13835700.62,31682214.9,1229917.33,5.963,347110.55,,-3223969.05,-36766825.76,20578219.53,,,挂牌前,-4
833586.OC,2011,2015-09-22,上海证券有限责任公司,非高新产业区,电气机械和器材制造业,,2015,9,雷诺尔,,,337280000.0,,,,,,,,,,,,,,,,,,,挂牌前,-4
833596.OC,2011,2015-10-16,国联证券股份有限公司,非高新产业区,畜牧业,,2015,10,润康牧业,130624178.18,100816846.29,30918466.52,14153622.68,12770.0,3077709.91,2050677.87,12158093.07,,,,,20137418.44,11.6149,1795650.77,,3025054.66,-13341265.91,-13292029.48,,,挂牌前,-4
833602.OC,2011,2015-10-09,太平洋证券股份有限公司,非高新产业区,汽车制造业,,2015,10,洪昌科技,274281973.77,112472813.33,213019280.74,154348551.81,10414500.85,21662685.62,6876938.3,16464737.94,,,18174417.76,50508269.78,82417103.33,6.6648,11834014.65,13904.62,-4028789.42,19225103.42,-32001807.7,,,挂牌前,-4
833610.OC,2011,2015-10-14,安信证券股份有限公司,济南高新区,专用设备制造业,,2015,10,山东天力,274138787.82,139187792.6,189871559.08,129547730.04,8260443.1,17052887.48,1301402.02,32937871.65,3883200.0,29054600.0,14838812.62,33562107.25,43279603.75,12.015,,,,,,,,挂牌前,-4
833624.OC,2011,2015-11-11,中国民族证券有限责任公司,非高新产业区,医药制造业,,2015,11,维和药业,402054239.54,310844631.41,197280262.23,122695752.1,1719258.98,19180440.75,5573847.31,37580358.65,,,-118086711.23,66579613.28,98218593.05,12.1723,7782045.23,,-77147639.25,-67314672.07,-33913019.14,,,挂牌前,-4
833641.OC,2010,2015-10-19,民生证券股份有限公司,非高新产业区,食品制造业,,2015,10,小西牛,120498799.99,96105856.24,147191056.32,104455126.52,7796190.12,16240799.69,15036.37,20007046.21,-5619743.14,25626789.35,39712544.11,2455574.03,24284591.65,24.31,,,,,,,,挂牌前,-4
833683.OC,2011,2015-10-15,光大证券股份有限公司,上海张江高新技术产业开发区,软件和信息技术服务业,,2015,10,吉联新软,124335990.47,83184899.06,54340650.42,26693336.27,3897859.16,21854057.51,1492238.23,3878500.94,,,12269826.8,23969599.27,28988830.11,3.2806,1547164.14,241293.53,71998.29,-5490168.53,12200357.78,,,挂牌前,-4
833719.OC,2011,2015-10-08,天风证券股份有限公司,非高新产业区,非金属矿物制品业,,2015,10,宏发新材,,,536747541.74,,,,,44932039.33,,,,,,,,,,,,,,挂牌前,-4
833742.OC,2011,2015-10-08,南京证券股份有限公司,非高新产业区,橡胶和塑料制品业,,2015,10,天秦装备,79601586.74,43738198.65,,,,,,,,,,28743322.37,23128838.35,,,,,,,,,挂牌前,-4
833832.OC,2011,2015-11-02,申万宏源证券有限公司,非高新产业区,电力、热力生产和供应业,,2015,11,追日电气,157781100.0,77719800.0,151955008.0,85797174.28,23833723.69,31361133.71,459150.93,16141814.52,,,11406515.85,56682300.0,36074300.0,12.6014,2969763.95,,-4685780.96,-29065172.82,22202710.15,,,挂牌前,-4
833839.OC,2011,2015-11-17,招商证券股份有限公司,非高新产业区,计算机、通信和其他电子设备制造业,,2015,11,天波信息,173069899.36,103358478.99,173349379.01,89901863.8,24629576.62,28826647.96,-131222.59,38156911.93,4782650.72,33374261.21,53135653.44,36543893.36,4891750.25,23.608,,,,,,,,挂牌前,-4
833873.OC,2010,2015-11-13,长城证券股份有限公司,非高新产业区,专业技术服务业,,2015,11,中设股份,53850205.8,12017619.84,29339511.94,17596024.53,,7053071.77,-2016.42,2668391.93,,,5426681.57,4492744.54,3688205.9,4.9552,705345.9,261630.0,,-4634351.68,6798076.83,,,挂牌前,-4
833896.OC,2009,2015-11-02,东北证券股份有限公司,非高新产业区,公共设施管理业,,2015,11,海诺尔,251489022.49,177157254.93,53201032.72,20835208.49,76762.6,5682670.6,210018.2,36824082.02,-220578.94,37044700.0,10516697.53,15423519.33,55705394.95,14.9418,,,,,,,,挂牌前,-4
833934.OC,2011,2015-10-30,中泰证券股份有限公司,非高新产业区,仪器仪表制造业,,2015,10,震宇科技,31163747.96,8066760.41,13730148.24,7828582.67,2809395.69,2165653.43,435222.91,706631.54,,,-8859553.03,3625046.26,6947251.92,1.848,376958.93,5757.48,-5425756.5,-5833662.81,1055599.89,,,挂牌前,-4
833943.OC,2008,2015-10-26,中信建投证券股份有限公司,成都高新区,通用设备制造业,,2015,10,优机股份,255187651.41,114790886.55,333634141.17,259942061.38,31163996.08,8823897.91,4834501.41,26453266.3,183310.24,26269956.06,25639273.64,68455482.49,22864279.67,12.6626,,,,,,,,挂牌前,-4
833957.OC,2009,2015-10-28,海通证券股份有限公司,非高新产业区,纺织服装、服饰业,,2015,10,威丝曼,359333634.48,189909269.81,387909653.72,248187087.81,43801702.99,33450772.56,1750640.54,48556273.42,1518268.67,47038000.0,36184628.43,114790416.98,42200430.69,16.6255,,,,,,,,挂牌前,-4
834004.OC,2011,2015-11-05,申万宏源证券有限公司,非高新产业区,通用设备制造业,,2015,11,新乡日升,390602897.04,177708617.4,310511633.36,197767358.01,7997624.94,25518000.73,3002518.86,67388002.41,3690151.14,63697851.27,8702028.04,41409020.19,84082546.78,20.3558,,,,,,,,挂牌前,-4
834019.OC,2011,2015-11-23,申万宏源证券有限公司,非高新产业区,化学原料和化学制品制造业,,2015,11,大自然,601149084.31,247188600.09,380445677.26,320982938.39,14832064.54,19444306.51,10408276.51,8645536.37,2636681.93,6008854.44,-2219482.92,45459001.72,129033365.09,1.9578,12204662.97,6504649.51,32266930.2,-42730469.89,-32266028.99,2012-04-27,2011-12-31,挂牌前,-4
834020.OC,2011,2015-11-20,东北证券股份有限公司,非高新产业区,农副食品加工业,,2015,11,东霖食品,332695543.35,159256098.14,388084829.18,326486362.09,6216931.11,7705147.92,14534430.96,31763841.7,,,4682463.52,24974193.07,67866789.93,9.5474,,,,,,2013-09-22,2011-12-31,挂牌前,-4
834049.OC,2011,2015-10-30,中信证券股份有限公司,非高新产业区,专业技术服务业,,2015,10,建科股份,339380839.33,173900490.3,308146430.19,195859207.8,13057746.83,40543770.92,5058338.79,41753936.73,,,37240308.42,142258486.58,84211646.12,14.6218,6472430.94,229905.82,4247387.67,-54761996.14,32875286.15,,,挂牌前,-4
834062.OC,2010,2015-11-06,新时代证券股份有限公司,非高新产业区,电气机械和器材制造业,,2015,11,科润电力,,,126650000.0,,,,,,,,,,,,,,,,,,,挂牌前,-4
834077.OC,2011,2015-11-05,五矿证券有限公司,天津滨海高新技术产业开发区,软件和信息技术服务业,,2015,11,新智视讯,4461182.65,1945796.59,2964258.63,280198.4,,1803549.18,528.15,839692.75,,,370328.02,82995.1,144279.55,18.8222,118182.93,17993.28,,-3045468.1,2439927.26,,,挂牌前,-4
834090.OC,2011,2015-11-10,国联证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,11,兴达泡塑,,,7444060000.0,,,,,,,,,,,,,,,,,,,挂牌前,-4
834109.OC,2011,2015-12-14,国泰君安证券股份有限公司,中关村科技园区,酒、饮料和精制茶制造业,,2015,12,德御坊,80322206.87,62960742.46,99489748.97,75212570.51,,,,1218135.43,,,-20331030.53,,,,,,,,,2014-04-03,2011-12-31,挂牌前,-4
834117.OC,2011,2015-11-10,中泰证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,11,山东绿霸,,,530000000.0,,,,,,,,,,,,,,,,,,,挂牌前,-4
834176.OC,2011,2015-12-01,国金证券股份有限公司,非高新产业区,仓储业,,2015,12,厚谊俊捷,60290451.3,26300782.31,122925475.03,91732170.17,802856.08,11672160.7,134797.17,12653151.96,,,19920661.43,21684246.74,7100339.97,20.987,2313811.81,,,-22313571.7,26564939.3,,,挂牌前,-4
834178.OC,2008,2015-12-01,国泰君安证券股份有限公司,非高新产业区,有色金属冶炼和压延加工业,,2015,12,金田铜业,,,25500000000.0,,,,,,,,,,,,,,,,,,,挂牌前,-4
834201.OC,2011,2015-11-19,国泰君安证券股份有限公司,非高新产业区,计算机、通信和其他电子设备制造业,,2015,11,柳鑫股份,,,278000000.0,,,,,,,,,,,,,,,,,,,挂牌前,-4
834229.OC,2010,2015-12-22,中信建投证券股份有限公司,南京高新区,专用设备制造业,,2015,12,南京微创,141343869.05,85658347.83,107634765.56,47796155.17,8379047.21,17003621.28,675626.67,32044052.46,,,13871021.77,14177472.77,15382714.21,27.9242,1512903.73,41088.33,-11572699.99,-13696156.22,5573275.42,,,挂牌前,-4
834324.OC,2011,2015-11-17,国联证券股份有限公司,非高新产业区,专用设备制造业,,2015,11,安碧捷,24870416.98,16208090.97,21483026.49,5007471.76,2993752.53,4210607.76,-14103.86,7632613.02,,,1763816.69,8437426.17,2039494.27,30.6895,306889.08,639117.0,-1579006.77,-6508074.74,1253374.51,,,挂牌前,-4
834368.OC,2011,2015-11-24,国海证券股份有限公司,非高新产业区,专业技术服务业,,2015,11,华新能源,242210997.67,131938431.15,285355000.0,206696941.33,835754.74,31431079.01,-429419.0,27835278.48,,,55881965.98,47861000.0,575387.84,11.4922,,,,,,2014-08-06,2011-12-31,挂牌前,-4
834391.OC,2011,2015-12-02,华龙证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2015,12,龙软科技,114393060.77,72374018.03,79412863.14,35147491.12,3263493.43,15089625.75,414235.71,18671265.09,26800.0,18644500.0,999896.13,47703330.75,10345400.37,16.7389,904500.0,,-9382900.0,-28391800.0,14118500.0,,,挂牌前,-4
834410.OC,2011,2015-12-16,平安证券有限责任公司,非高新产业区,非金属矿物制品业,,2015,12,苏州电瓷,547976984.28,166612514.24,388967887.24,319557679.63,18404336.85,39496855.36,11494537.41,3369876.91,,,11467711.89,125484162.79,154689882.54,0.6791,13714930.42,,-6296486.4,-22685599.11,2274951.64,,,挂牌前,-4
834533.OC,2010,2015-12-31,兴业证券股份有限公司,非高新产业区,非金属矿物制品业,,2015,12,联冠电极,335040331.02,173359440.21,216965227.02,152208626.03,9995535.8,9006013.97,6381753.08,40777450.17,4783000.0,35994500.0,21550602.03,33615356.77,83207326.32,15.0592,7014800.0,,-24422000.0,-18026600.0,8435200.0,,,挂牌前,-4
834599.OC,2009,2015-12-14,安信证券股份有限公司,西安高新区,通用设备制造业,,2015,12,同力股份,217084784.98,129692453.72,312670724.33,235931651.58,9386968.5,7649101.38,-133317.55,51631916.81,12070.0,51619846.81,37435207.61,8726431.06,47912766.64,30.8661,,,,,,,,挂牌前,-4
834607.OC,2011,2015-12-22,申万宏源证券有限公司,非高新产业区,化学原料和化学制品制造业,,2015,12,祥云股份,,,2927590000.0,,,,,,,,,,,,,,,,,,,挂牌前,-4
834608.OC,2009,2015-12-08,中泰证券股份有限公司,中关村科技园区,计算机、通信和其他电子设备制造业,,2015,12,星光影视,520970009.93,256269710.91,480078729.04,367090537.17,37024055.19,25509703.88,7037654.4,30357072.87,1279021.46,29078051.41,55323670.39,124963233.9,62362858.12,6.2061,11351500.0,85300.0,-12267200.0,1726500.0,11117900.0,,,挂牌前,-4
834637.OC,2010,2015-12-16,西南证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,12,禾益化工,285760700.0,149305100.0,137448200.0,,,,,4742100.0,,,,,,,,,,,,,,挂牌前,-4
834693.OC,2011,2015-12-17,上海证券有限责任公司,非高新产业区,电气机械和器材制造业,,2015,12,金陵电机,77540000.0,,152170000.0,,,,,,,,,,,,,,,,,,,挂牌前,-4
834703.OC,2011,2015-12-08,华金证券有限责任公司,非高新产业区,道路运输业,,2015,12,飓风股份,14809848.51,7673126.3,161950925.99,154567081.24,,868696.89,62392.42,3446589.6,,,665636.5,8419370.23,2314227.45,23.2723,,,,,,,,挂牌前,-4
834711.OC,2011,2015-12-11,南京证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,12,固德电材,98897306.49,61393067.42,130320520.92,89136773.36,7008834.86,5237126.54,1179459.28,20043748.02,,,10283239.96,33303246.62,9728434.83,27.0575,,,,,,,,挂牌前,-4
834718.OC,2011,2015-12-22,国信证券股份有限公司,中关村科技园区,生态保护和环境治理业,,2015,12,绿创声学,235471502.77,152042708.16,204250844.18,142162173.75,5741132.85,9212358.42,4473841.67,34272480.98,,,23962885.15,107598485.96,16707357.81,15.351,1691903.08,,3781993.3,-18337467.46,-3805814.3,,,挂牌前,-4
834777.OC,2011,2015-12-15,国泰君安证券股份有限公司,中关村科技园区,商务服务业,,2015,12,中投保,7220910950.7,5161441531.91,26880199.2,72269465.3,,220609641.69,,295373852.85,,,95072222.59,,112684829.9,4.3337,8690948.84,1805276.41,,-16166258.31,87962964.64,,,挂牌前,-4
834793.OC,2011,2015-12-28,招商证券股份有限公司,非高新产业区,娱乐业,,2015,12,华强文化,7916921641.54,1325998832.79,1433807777.4,292500597.43,170036434.21,281715339.58,62453644.38,456154606.55,74457600.0,381696900.0,416355186.73,167558919.85,3404473926.3,6.3018,,,,,,,,挂牌前,-4
834900.OC,2011,2015-12-17,新时代证券股份有限公司,非高新产业区,电气机械和器材制造业,,2015,12,山东科耐,4344500.0,1708800.0,4325600.0,,,,,95600.0,,,-632100.0,,,,,,,,,,,挂牌前,-4
834937.OC,2011,2016-01-07,东北证券股份有限公司,非高新产业区,仪器仪表制造业,,2016,1,晨辉科技,18500368.35,2954523.73,17764348.1,14267483.83,29080.0,2647304.33,-4298.52,592247.19,,,1397028.96,4001164.34,3708619.86,3.3822,275005.8,,-179095.12,4004488.55,-3300741.91,,,挂牌前,-4
834971.OC,2011,2015-12-18,国盛证券有限责任公司,非高新产业区,食品制造业,,2015,12,三元生物,34747887.47,7119825.73,3859097.9,4171520.27,422462.66,1769721.57,51622.85,-1436728.42,,,,,27181516.35,-4.1347,1098603.91,,-1786379.1,1795123.93,520990.79,,,挂牌前,-4
834994.OC,2011,2016-01-27,招商证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2016,1,金象赛瑞,3905348623.73,953029237.04,2733387070.37,1920538001.47,44034605.37,240195010.68,72649289.42,328588153.48,-67122470.21,395710623.69,371369474.28,114732375.1,1929603386.28,11.6909,,,,,,,,挂牌前,-4
835024.OC,2008,2015-12-14,招商证券股份有限公司,非高新产业区,农业,,2015,12,七彩云南,,,431593300.0,,,,,,,,,,,,,,,,,,,挂牌前,-4
835025.OC,2011,2016-01-08,华福证券有限责任公司,非高新产业区,农业,,2016,1,农凯股份,82410739.32,51164258.27,39352040.4,28274823.6,2467530.94,1450547.92,2248452.0,4941801.81,,,-3658076.35,9642787.63,8673920.33,8.6181,807732.68,,-9180839.61,-3212094.74,737864.3,,,挂牌前,-4
835042.OC,2011,2016-01-11,太平洋证券股份有限公司,非高新产业区,金属制品、机械和设备修理业,,2016,1,中加飞机,52451852.43,48325160.5,9001900.61,2263956.83,172525.24,3440618.66,394038.85,4511634.33,,,3412831.9,5248579.82,29573068.08,10.5747,1521320.01,145410.96,-705499.12,-566780.48,-2188151.66,,,挂牌前,-4
835068.OC,2011,2016-01-11,中信建投证券股份有限公司,非高新产业区,畜牧业,,2016,1,星源农牧,86957306.32,83993055.39,73426351.48,54622492.09,50412.2,4148839.49,78313.85,16202668.69,,,5420711.01,1000294.9,26136035.23,21.7582,4845370.84,162217.24,-1417773.38,-7597180.07,-6822265.62,,,挂牌前,-4
835152.OC,2010,2015-12-25,中信建投证券股份有限公司,西安高新区,软件和信息技术服务业,,2015,12,未来国际,379385683.88,192167977.99,184732432.63,95586958.22,4177435.07,19045946.63,7219022.38,50153412.97,9882434.22,40270978.75,37863929.18,45168138.12,110187809.59,13.8568,,,,,,,,挂牌前,-4
835159.OC,2011,2016-02-04,海通证券股份有限公司,非高新产业区,纺织服装、服饰业,,2016,2,兴诺科技,44206702.99,43284102.26,30715116.31,23381775.95,1166569.85,2626313.71,41715.97,2757750.93,,,-6529509.11,4516225.06,822066.91,9.1473,233485.77,,-1279430.97,-6292415.65,-1922029.95,,,挂牌前,-4
835178.OC,2011,2016-01-04,天风证券股份有限公司,非高新产业区,非金属矿物制品业,,2016,1,武耀股份,286838900.0,206508300.0,,,,,,13380400.0,,,,,,,,,,,,,,挂牌前,-4
835181.OC,2011,2015-12-28,山西证券股份有限公司,非高新产业区,非金属矿物制品业,,2015,12,中阳股份,31942657.65,21149743.56,23946000.58,22977957.01,114634.56,98414.87,597030.26,29510.16,,,-3418955.96,2485021.32,21283157.38,0.0924,781632.6,,-1912894.11,-3841877.65,860159.88,,,挂牌前,-4
835185.OC,2011,2015-12-28,国信证券股份有限公司,非高新产业区,非金属矿物制品业,,2015,12,贝特瑞,1262793100.0,704038200.0,582042100.0,,,,,45823400.0,,,,,,,,,,,,,,挂牌前,-4
835198.OC,2011,2016-01-13,中泰证券股份有限公司,非高新产业区,有色金属冶炼和压延加工业,,2016,1,松竹铝业,104353853.18,45584302.97,178191114.7,160785808.96,2423554.27,6404078.77,1769613.87,4848026.85,,,-3324138.37,3207560.69,34489752.98,5.1214,2893987.93,,-9126492.35,2098000.49,-6131048.41,,,挂牌前,-4
835225.OC,2011,2016-01-06,中信建投证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2016,1,世纪空间,395639845.86,117021806.65,134507022.28,67668139.2,13724401.73,21077922.86,4649453.56,21152890.32,,,73149784.15,5609340.0,52397988.15,5.567,4902162.45,,-14588798.97,4024701.08,49542945.67,,,挂牌前,-4
835336.OC,2011,2016-01-21,兴业证券股份有限公司,非高新产业区,水的生产和供应业,,2016,1,泰弘生态,1176724912.72,448000000.0,,,,,,,,,,,279413.17,,,,,,,2013-08-07,2011-12-31,挂牌前,-4
835433.OC,2011,2016-01-14,华泰证券股份有限公司,非高新产业区,零售业,,2016,1,商之都,,,10473020000.0,,,,,,,,,,,,,,,,,,,挂牌前,-4
835543.OC,2011,2016-01-18,中山证券有限责任公司,非高新产业区,卫生,,2016,1,瑞美医疗,7129814.86,1160638.34,5792321.9,,,,,283348.11,,,,,,,,,,,,,,挂牌前,-4
835568.OC,2011,2016-01-26,广发证券股份有限公司,广州高新区,生态保护和环境治理业,,2016,1,新大禹,,,230000000.0,,,,,,,,,,,,,,,,,,,挂牌前,-4
835623.OC,2011,2016-01-19,上海华信证券有限责任公司,非高新产业区,体育,,2016,1,中航时尚,168060195.45,141885347.89,142408151.78,73173288.78,3782251.21,23447760.74,2074846.02,25776658.56,155751.63,25620906.93,21539638.82,,10383644.18,15.3378,,,,,,,,挂牌前,-4
835627.OC,2011,2016-01-20,西南证券股份有限公司,非高新产业区,医药制造业,,2016,1,南松医药,41689225.34,33407920.52,33142033.35,26456181.26,538658.91,4916867.41,631815.8,1370520.25,,,-1992232.58,3445858.52,9731258.01,3.6489,1189516.61,,-4240325.75,-1414404.01,447859.38,,,挂牌前,-4
835640.OC,2010,2016-02-03,招商证券股份有限公司,西安高新区,计算机、通信和其他电子设备制造业,,2016,2,富士达,,,242200000.0,,,,,,,,,,,,,,,,,,,挂牌前,-4
835691.OC,2011,2016-01-22,广发证券股份有限公司,非高新产业区,软件和信息技术服务业,,2016,1,海森电子,27579804.65,10972918.29,28781620.27,17169792.63,1597992.01,9161256.6,429128.25,776843.68,,,5334106.86,437014.05,11350739.11,2.8167,797851.81,,-1528946.81,1627488.88,3200003.57,,,挂牌前,-4
835718.OC,2011,2016-01-28,中泰证券股份有限公司,非高新产业区,互联网和相关服务,,2016,1,凌脉网络,5677473.33,1754285.42,10429903.77,5818270.63,1785606.86,1039682.75,-6467.8,973857.94,,,1457260.49,787152.81,66080.68,17.153,7056.32,,,-1172693.88,1664441.07,,,挂牌前,-4
835765.OC,2011,2016-02-02,国都证券股份有限公司,非高新产业区,通用设备制造业,,2016,2,上深股份,38070000.0,,45970000.0,,,,,,,,,,,,,,,,,,,挂牌前,-4
835776.OC,2009,2016-02-29,招商证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2016,2,招金励福,624377669.72,254191316.77,3549107491.42,3449292396.14,11048710.48,10663792.66,11265619.67,49098239.83,-14437.5,49112700.0,-248728510.88,229205706.82,30518536.22,10.2273,,,,,,,,挂牌前,-4
835813.OC,2010,2016-03-07,西藏同信证券股份有限公司,非高新产业区,农副食品加工业,,2016,3,任森科技,39114916.54,15000000.0,,,,,,,,,,,1666363.11,,,,,,,,,挂牌前,-4
835832.OC,2011,2016-02-05,国海证券股份有限公司,非高新产业区,电气机械和器材制造业,,2016,2,慧通天下,,,257930000.0,,,,,,,,,,,,,,,,,,,挂牌前,-4
835891.OC,2008,2016-03-15,安信证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2016,3,侏罗纪,47563560.73,34364446.61,41521468.16,9668991.81,3500278.44,10550217.76,-32420.26,13660231.16,-169614.15,13829845.31,8476436.91,26320793.28,1914114.18,34.694,,,,,,,,挂牌前,-4
835892.OC,2010,2016-02-24,申万宏源证券有限公司,非高新产业区,专用设备制造业,,2016,2,中科美菱,84741644.98,59783672.64,53234399.89,,,,,3685595.18,,,,,,,,,,,,,,挂牌前,-4
835951.OC,2007,2016-02-29,中国银河证券股份有限公司,中关村科技园区,专用设备制造业,,2016,2,科净源,57324941.73,29261347.37,48021377.8,23220294.65,8666897.53,5674747.86,289111.25,7865480.65,1685947.61,6179533.04,8626335.01,28981711.41,675370.58,15.8181,107300.0,,1381500.0,-2312300.0,-200100.0,,,挂牌前,-4
836026.OC,2010,2016-03-03,西部证券股份有限公司,非高新产业区,电气机械和器材制造业,,2016,3,金龙股份,18526800.0,2673800.0,7406700.0,,,,,21500.0,,,-1313700.0,,,,,,,,,,,挂牌前,-4
836119.OC,2009,2016-03-23,东兴证券股份有限公司,中关村科技园区,计算机、通信和其他电子设备制造业,,2016,3,朝歌科技,196730789.81,100542765.51,212619587.49,161188766.42,8020733.66,16780076.44,19672.3,22295518.81,2280236.01,20015282.8,-10453618.67,59206065.53,9757157.58,12.2893,,,,,,,,挂牌前,-4
836153.OC,2009,2016-03-21,招商证券股份有限公司,中关村科技园区,航空运输业,,2016,3,明邦物流,,,165900000.0,,,,,,,,,,,,,,,,,,,挂牌前,-4
