,证券代码,年度,挂牌日期,主办券商,所属园区,所属证监会行业,摘牌日期,挂牌年度,挂牌月份,证券简称,资产总计,归属母公司股东的权益,营业收入,营业成本,销售费用,管理费用,财务费用,归属母公司股东的净利润,非经常性损益,扣除非经常性损益后的净利,经营活动产生的现金流量净额,应收账款,固定资产,ROA,折旧,长期待摊费用摊销,存货的减少,经营性应收项目的减少,经营性应付项目的增加,实际披露日期,报告期,挂牌前后,
79681,834239.OC,2014,2015-11-25,湘财证券股份有限公司,非高新产业区,医药制造业,,2015,11,长联来福,293561045.75,207958339.06,128649401.1,69556550.38,11196054.1,32010540.69,6516474.49,9970191.3,404143.61,9694230.05,31294281.55,17334775.31,124653231.16,1.7751,9386251.13,,-11138194.64,12474919.89,7531571.55,,,,1
79682,834240.OC,2014,2015-11-12,安信证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2015,11,中广瑞波,50850805.66,36205780.36,22600649.1,6166448.4,5690236.65,7744032.12,-157583.33,2654535.54,23528.89,2631006.65,4617209.6,5139357.89,1378669.43,5.7652,212674.15,24168.68,-5707621.35,2612203.14,4853735.96,,,,1
79683,834241.OC,2014,2015-11-11,安信证券股份有限公司,淄博高新区,软件和信息技术服务业,,2015,11,天利和,34717054.88,11105005.46,46738410.04,34463650.35,848423.67,5626869.32,1408670.32,4402171.8,890744.77,3511427.03,3084558.35,14544227.7,1435673.45,16.5098,336342.95,,1118408.14,-7524109.66,3254055.95,,,,1
79684,834242.OC,2014,2015-11-12,国联证券股份有限公司,非高新产业区,建筑装饰和其他建筑业,,2015,11,智涵科技,12777415.26,10727127.6,10059704.68,8620906.91,59969.37,653505.59,551.17,333727.49,0,333727.49,-5849356.27,4575921.84,1308264.83,4.1918,66848.51,,-2549936.2,-4536887.98,664753.93,,,,1
79685,834243.OC,2014,2015-11-11,国联证券股份有限公司,中关村科技园区,建筑装饰和其他建筑业,,2015,11,紫竹慧,700667227.23,255656761.35,297521645.58,193464959.28,,12667235.28,18167374.11,47795551.88,105750,47689800,60341319.93,105734509.49,566233025.34,7.171,48483813.98,274016.56,-113371.28,-55165075.26,-1533841.44,,,,1
79686,834244.OC,2014,2015-11-16,东莞证券股份有限公司,非高新产业区,电气机械和器材制造业,,2015,11,星美灿,22353078.09,2362670.31,27570952.58,20893078.5,840096.69,4148705.66,36941.8,1120105.74,-11564.73,1131700,184708.84,5311811.95,309352.48,6.1644,45584.52,,-6628229.03,-1723054.85,7245051.43,,,,1
79687,834245.OC,2014,2015-11-10,国海证券股份有限公司,非高新产业区,计算机、通信和其他电子设备制造业,,2015,11,易普森,22702257.47,12963450.36,50399170.34,39263950.07,2199545.14,3996121.1,596885.25,4112705.25,-249787.92,4362500,-1349264.36,8890878.66,210122.52,19.4981,56429.52,,-5552809.72,980910.15,-1123949.85,,,,1
79688,834246.OC,2014,2015-11-30,西南证券股份有限公司,非高新产业区,商务服务业,,2015,11,喀纳斯,278454060.58,209023186.59,89556043.55,82242280.91,3184783.24,11149906.02,1422564.68,-16003915.41,-2374293.98,-13666312.42,13447574.3,4834540.34,160283291.72,-6.2045,15822403.12,270332.16,319292.74,-13491324.09,20953042.1,,,,1
79689,834247.OC,2014,2015-11-24,东莞证券股份有限公司,非高新产业区,通用设备制造业,,2015,11,海威智能,12066436.83,1053507.18,14858015.52,11213506.32,581467.46,2700250.18,-6568.55,203440.52,-13437,216877.52,-1301023.45,4317562.98,685975.66,1.9832,81414.05,,-2842481.05,-664327.21,1869421.12,,,,1
79690,834248.OC,2014,2015-11-13,安信证券股份有限公司,非高新产业区,电气机械和器材制造业,,2015,11,科佳新材,99182565.97,3153182.56,168921218.49,152236108.15,3860333.06,4916158.34,4313060.5,2599484.68,59260.29,2540224.39,13826584.6,35114798.33,19791646.84,2.7959,2157695.01,162233.28,-9908061.31,-3517024.42,18667414.35,,,,1
79691,834249.OC,2014,2015-11-13,宏信证券有限责任公司,中关村科技园区,软件和信息技术服务业,,2015,11,神鹰城讯,7773021.52,4797402.05,10440423.28,2670815.53,4766016.81,3550186.14,34053.35,32062.49,107280.12,-75217.63,153233.06,128182.8,415436.64,0.2274,188496.97,,,-217006.44,-21291.5,,,,1
79692,834250.OC,2014,2015-11-12,大通证券股份有限公司,非高新产业区,黑色金属冶炼和压延加工业,,2015,11,福岛精密,38510951.96,17685577.4,25430853.34,18950617.61,415196.42,5449435.53,792689.36,19508.13,43708.38,-24200.25,441244.12,4154773.49,19822682.46,0.0509,1017007.56,87278.16,-2635352.89,1986900.55,-510357.49,,,,1
79693,834251.OC,2014,2015-11-10,国海证券股份有限公司,非高新产业区,仪器仪表制造业,,2015,11,兴源仪表,34077651.06,16575964.61,58435623.78,38132376.19,10328366.94,4616682.45,208146.71,3874717.23,226303.76,3648413.47,1099536.2,20679713.33,577293,12.3705,170403.4,155722.1,257452.4,-5633613.14,1933436.57,,,,1
79694,834252.OC,2014,2015-11-12,华鑫证券有限责任公司,非高新产业区,农副食品加工业,,2015,11,中藻生物,45744814.56,13063924.74,18866466.8,15518961.47,601777.38,1629854.72,398483.2,523440.17,186295.91,337144.27,5200689.83,1848905,7948503.9,1.2447,665138.85,,-575139.48,907284.53,3075262.53,,,,1
79695,834253.OC,2014,2015-11-17,西南证券股份有限公司,非高新产业区,生态保护和环境治理业,,2015,11,宏力再生,199635963.12,44410095.49,13863818.77,7469141.61,2664298.17,3126316.27,-24147.13,318219.39,164944.87,153274.52,-1278188.96,11320191.66,17191105.15,0.2048,1708435.37,108566.65,-8539210.78,20514092.05,-15720752.2,,,,1
79696,834255.OC,2014,2015-11-16,中信建投证券股份有限公司,上海张江高新技术产业开发区,软件和信息技术服务业,,2015,11,上讯信息,160893935.68,115670742.54,113809134.26,66790463,23531232.06,26751470.6,1024301.47,1389536.62,5504314.63,-4114778.01,-3757593.85,76058084.31,13184907.79,0.7511,1351128.53,301588.14,-2628416.44,-5724098.75,-1112449.28,,,,1
79697,834256.OC,2014,2015-11-19,国金证券股份有限公司,中关村科技园区,专业技术服务业,,2015,11,天地华泰,438705404.67,283764294.35,425826339.54,336761654.79,1015984.46,36517490.68,-2663086.2,41552388.21,3427090.69,38125300,33567426.18,106441924.85,49212411.99,9.6007,15002490.56,5843405.33,-825316.19,-21179117.17,-8961747.02,,,,1
79698,834257.OC,2014,2015-11-23,中国中投证券有限责任公司,非高新产业区,软件和信息技术服务业,,2015,11,科旭网络,186352929.86,159334122.31,121112113.81,81329888.88,1756605.21,16069871.94,-924394.91,24127761.84,7020264.27,17107497.57,-2842320.85,127486874.76,6561496,13.4999,2171232.04,,,-28515377.4,-3878197.93,,,,1
79699,834258.OC,2014,2015-11-13,安信证券股份有限公司,南京高新区,医药制造业,,2015,11,天纵生物,9110242,3164396.9,4590454.51,1898280.56,2050774.65,1848903.59,97699.31,-1331174.95,1702.5,-1332877.45,1101411.03,125342,1953046.03,-16.5741,339431.7,86458.51,-192477.52,587814.03,1488387.89,,,,1
79700,834259.OC,2014,2015-11-16,湘财证券股份有限公司,中关村科技园区,电气机械和器材制造业,,2015,11,中光高科,26667791.96,14817000.8,5042527.6,4117621.81,630728.05,4743338.7,566646.66,-4970138.92,57000.05,-5027100,-7055815.29,3079302.99,6066063.07,-18.9307,516499.11,,-3301801.99,-798019.07,996917.87,,,,1
79701,834260.OC,2014,2015-12-02,财富证券有限责任公司,非高新产业区,公共设施管理业,,2015,12,中惠旅,104700045.31,44137959.64,16438809.47,6585700.06,4614648.93,1941892.25,2440066.98,110785.65,-29861.79,140600,8350638.02,16788.4,64927177.19,0.1259,2672170.75,140000,-29871,-246195.62,3290870.5,,,,1
79702,834261.OC,2014,2015-11-12,东吴证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,11,一诺威,1007677351.3,319403069.55,2480453907.25,2244689771.83,48281722.62,99847133.91,14942371.21,68843515.59,11373876.15,57469600,88898482.22,119834113.15,219464786.64,7.518,13654718,,1695654.96,-13404316.36,-492138.72,,,,1
79703,834262.OC,2014,2015-11-11,国信证券股份有限公司,南昌高新区,电气机械和器材制造业,,2015,11,康富科技,115470468.7,54389450.19,96971674.84,79107322.83,3046779.06,5382264.94,-1449296.78,10062594.18,2851987.46,7210606.72,36423284.91,26557311.44,4873041.58,10.3873,1194762.83,319025.8,-3232339.08,11877950.43,16583260.69,,,,1
79704,834264.OC,2014,2015-11-27,申万宏源证券有限公司,非高新产业区,电气机械和器材制造业,,2015,11,华通设备,59685952.57,49787203.38,49757504.75,34440128.55,1368232.62,9321434.22,-5922.37,4904824.44,444525.62,4460298.82,10296876.49,8739574.77,22365613.91,8.0545,1456146.46,,-1969291.6,14929515.29,-8811051.87,,,,1
79705,834265.OC,2014,2015-11-24,中泰证券股份有限公司,非高新产业区,生态保护和环境治理业,,2015,11,冠中生态,265435628.26,187692229.34,116728175.01,61350138.37,3327068.89,24117110.13,1846478.49,11845217.68,299135.34,11546082.34,-17399408.66,182627699.23,13493344.48,4.6415,2906078.42,1114404.83,-1670938.19,-39669678.17,-1657526.42,,,,1
79706,834266.OC,2014,2015-11-24,中泰证券股份有限公司,非高新产业区,教育,,2015,11,英谷教育,6163706.95,3640157.17,4458284.9,2175147.74,,1639220.1,19371.27,794151.8,356008.44,438143.36,2527283.33,1240320,446417.19,15.5316,205750.24,,,192974.76,1330560.62,,,,1
79707,834267.OC,2014,2015-11-17,浙商证券股份有限公司,非高新产业区,仪器仪表制造业,,2015,11,苏州立瓷,5813669.68,2779695.87,4385470.39,2882771.6,62994.34,1361762.99,762.64,256630.26,184120.76,72509.5,385267.98,2859071.75,1171355.9,5.5814,166193.56,65000,-705307.4,-861906.78,1449347.02,,,,1
79708,834268.OC,2014,2015-11-18,中泰证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2015,11,金控数据,21535576.33,10342181.15,14113698.62,9415159.32,334042.8,4160094.01,57989.35,205007.41,118676.23,86331.18,-1572192.72,4439290.54,479639.8,1.0936,88643.79,,-3887316.67,-2895216.96,4572160.03,,,,1
79709,834269.OC,2014,2015-11-13,国信证券股份有限公司,非高新产业区,专业技术服务业,,2015,11,创源环境,63711635.27,28040480.35,51119819.88,30924511.96,3259499.27,10447766.74,97079.3,4768432.21,303700.03,4464700,-3216973.19,27438155.04,2530092.55,7.8194,957102.46,4562.32,-5854313.26,-967160.01,-3172774.59,,,,1
79710,834270.OC,2014,2015-11-13,海通证券股份有限公司,非高新产业区,金属制品业,,2015,11,远大特材,437523799.16,182013994.19,162823723.33,98851983.91,2416224.62,15024419.41,9010804.84,35754543.84,6609365.47,29145200,8241950.1,85387049.62,174049355.98,9.6184,10432848.37,,-30268816.43,-58514344.95,37969675.97,,,,1
79711,834272.OC,2014,2015-11-18,方正证券股份有限公司,非高新产业区,软件和信息技术服务业,,2015,11,数腾软件,20765061.78,1228935.63,12797897.49,5414119.98,3307254.86,5484962.78,146938.96,-2049479.57,122285.84,-2171765.41,4301783.89,487335,256388.13,-13.9467,31783.48,,-501478.73,-10867537.63,16497041.34,,,,1
79712,834273.OC,2014,2015-11-13,国信证券股份有限公司,非高新产业区,专用设备制造业,,2015,11,新天力,188462230.24,81183940.45,153006637.67,130494819.3,1998280.38,8913819.25,1085821.48,7718672.12,400609.12,7318100,13523226.99,38850795.38,18744400.46,4.6375,1759222.55,159221.76,10878122.31,-15991859.12,4436274.54,,,,1
79713,834274.OC,2014,2015-11-12,天风证券股份有限公司,非高新产业区,零售业,,2015,11,和嘉天健,22123211.98,3068423.38,34836936.08,28277956.21,4007886.96,1579103.04,5010.28,510897.76,35979.71,474900,-754127.75,6265436.49,178691.46,2.3209,50016.22,61973.33,49763.3,122343.96,-1584426.44,,,,1
79714,834275.OC,2014,2015-11-27,华龙证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,11,中科药源,67426130.04,13553401.83,22923700.87,16542849.89,541802.89,3409335.19,3481644.79,-1397711.18,0,-1397711.18,4066452.42,871900.35,24893366.72,-2.1179,2208529.49,,-3732683.5,1948790.99,154771.42,,,,1
79715,834276.OC,2014,2015-11-30,东北证券股份有限公司,非高新产业区,通用设备制造业,,2015,11,澳冠智能,5749575.6,1283545.85,5439939.74,4304982.39,462325.95,1147192.36,55301.82,161556.55,690028.28,-528471.73,1145270.54,1684872.5,275037.68,3.371,94520.42,11666.64,-1067057.64,-348361.06,2253340.44,,,,1
79716,834278.OC,2014,2015-11-16,国信证券股份有限公司,青岛高新区,专用设备制造业,,2015,11,高测股份,95267516.82,29994679.86,68852623.15,41778731.43,4690214.9,12328326.27,1776921.12,8264618.01,198302.38,8066300,3386324.65,36833820.11,14110209.48,9.6043,1109112.71,195322.91,-1708366.17,-10028717.88,3258640.72,,,,1
79717,834279.OC,2014,2015-11-12,东海证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,11,科威环保,141734190.65,54143124.69,103798731.68,65865567.8,6491670.82,18806308.73,3643722.17,6567663.23,1067184.22,5500500,-2261308.46,45959802.59,38899637.28,5.0352,3040250.2,4166.67,9489617.65,-21828249.93,-5088332.24,,,,1
79718,834280.OC,2014,2015-11-20,东兴证券股份有限公司,非高新产业区,电力、热力生产和供应业,,2015,11,源和电站,796881104.78,100092662.79,484415957.94,433080476.43,23246830.95,17248205.39,-2885749.36,11327920.06,1973643.1,9354300,52648369.76,88982302.47,12458886.57,1.6464,3066758.15,,-17235878.85,-145436850.1,200974781.88,,,,1
79719,834281.OC,2014,2015-11-12,中原证券股份有限公司,非高新产业区,计算机、通信和其他电子设备制造业,,2015,11,威达智能,48845343.45,29320616.84,61879399.09,47670796.62,1502838.29,4736852.01,488515.3,5095665.59,-28221.98,5123887.57,847028.83,36222840.39,2157712.11,10.537,737466.64,,-624424.25,-1645850.4,-3104232.97,,,,1
79720,834282.OC,2014,2015-11-25,申万宏源证券有限公司,非高新产业区,批发业,,2015,11,前程股份,202088858.42,44129425.52,628569131.19,555671565.09,51645518.99,11739185.58,-1392770.07,6244907.65,-784284.98,7029200,16238397.91,59854810.65,17721816.62,3.4112,1343073.49,1147682.55,11793101.67,-55998539.7,50807240.13,,,,1
79721,834283.OC,2014,2015-11-16,国海证券股份有限公司,非高新产业区,商务服务业,,2015,11,好百年,342854147.23,184347403.35,182414646.56,136486743.1,18237438.54,39186803.9,-3797758.66,-17449973.99,2568008.72,-20017982.71,18417197.67,3283358.57,5638810.21,-5.1751,1027002.95,477185.97,-1271144.52,-1516693.92,40720358.5,,,,1
79722,834284.OC,2014,2015-11-17,中泰证券股份有限公司,非高新产业区,电气机械和器材制造业,,2015,11,嘉盛光电,99224560.27,48347762.61,166218152.44,141279574.84,8188356.44,8614712.22,1823519.59,4538644.2,397732.24,4140911.96,35862885.4,50979432.39,6669877.8,4.04,1525280.67,,2436225.65,13629758,13738282.43,,,,1
79723,834285.OC,2014,2015-11-30,东北证券股份有限公司,非高新产业区,计算机、通信和其他电子设备制造业,,2015,11,艾维普思,58352739.51,19018224.77,48613058.05,30323617.08,3903542.78,7589509.59,-8469.68,4505659.68,1.24,4505700,-256694.92,3860483.26,586637.84,14.8425,56521.58,157760.41,-32535654.7,-10131401.9,37058057.73,,,,1
79724,834286.OC,2014,2015-11-16,中银国际证券有限责任公司,非高新产业区,专用设备制造业,,2015,11,爱得科技,51546255.97,39215890.91,46116920.79,28154948.09,4375796.51,7917775.72,-30730.41,4900165.67,-6901.04,4907100,7689361.31,2205875.1,23400050.96,10.4856,1886508.32,250000,-2434144.53,-3786625.84,6685497.34,,,,1
79725,834287.OC,2014,2015-11-13,长江证券股份有限公司,非高新产业区,科技推广和应用服务业,,2015,11,鼎楚节能,45720328.25,22964122.02,18765586.79,7383617.86,2191724.09,6408885.98,1377863.09,4295050.46,3510834.05,784216.41,1933094.63,14907024.42,8608784.88,9.5047,3502872.09,,,-5087881.18,2432198.93,,,,1
79726,834288.OC,2014,2015-12-02,中原证券股份有限公司,非高新产业区,批发业,,2015,12,宝德生物,31491653.46,12779781.16,7236388.76,3162487.96,284895.6,1655822.86,1145931.99,643493.78,1910.77,641583.01,10364257.36,3735072.75,429668.59,1.8298,71969.04,,2002120.4,3688803.3,2430949.45,,,,1
79727,834289.OC,2014,2015-11-18,中泰证券股份有限公司,广州高新区,软件和信息技术服务业,,2015,11,西麦科技,49250104.23,30969068.37,38727091.59,24024096.97,1163383.46,11143627.65,110430.15,993160.28,-3440,996600.28,-6114813.92,17413162.28,293684.86,3.0603,43521.48,,2281.12,-17117873.05,9389385.48,,,,1
79728,834290.OC,2014,2015-11-17,华泰证券股份有限公司,非高新产业区,软件和信息技术服务业,,2015,11,培诺教育,35159956.37,30342021.83,21085810.4,1931448.1,3488758.59,10991030.79,-50516.18,6251684.29,660588.28,5591100,833807.5,1036100,2096312.96,18.5572,231523.01,,,-208798.19,-4850133.14,,,,1
79729,834291.OC,2014,2015-11-26,中信建投证券股份有限公司,非高新产业区,新闻和出版业,,2015,11,中信出版,606690320.59,221321654.42,615900474.1,324165953.8,195281144.18,40142250.55,-324179,64088608.37,9085823.46,55002800,154310302.11,47071766.82,12024506.61,12.2436,4679810.11,6979650.47,-31077926.2,2843840.62,108686644.59,,,,1
79730,834292.OC,2014,2015-11-18,方正证券股份有限公司,苏州高新区,专用设备制造业,,2015,11,伟仕泰克,26023345.2,9246680.49,26909822.03,17663144.44,1269005.3,5654293.31,123481.29,942328.41,-24395.36,966700,441237.67,19286041.99,1895669.93,4.3254,381308.57,398791.99,-1036976.43,-8299867.62,7335288.45,,,,1
79731,834293.OC,2014,2015-11-25,招商证券股份有限公司,非高新产业区,互联网和相关服务,,2015,11,搜了网络,5031792.77,-2435237.65,9903776.17,552335.2,4263226.65,5706983.55,4975.53,-451860.99,329321.71,-781182.7,2261211.59,335234.46,1215691.64,-11.3656,246828.33,,,-269894.4,2556384.88,,,,1
79732,834294.OC,2014,2015-11-18,民生证券股份有限公司,非高新产业区,卫生,,2015,11,捷信医药,29509157.77,25816293.01,24827146.82,14379859.8,897297.92,8184520.6,-35263.57,2903508.69,1883682.41,1019826.28,-8290423.46,10582405.03,194346.59,15.7408,76480.73,,-201844.05,-7722320.64,-1574232.77,,,,1
79733,834295.OC,2014,2015-11-25,广发证券股份有限公司,非高新产业区,印刷和记录媒介复制业,,2015,11,虎彩印艺,1333702041.3,452345117.38,1149542957.54,776712429.35,127905663.14,150229273.36,29461923.33,44451602.39,3442080.57,41009500,128979851.65,312860000.88,454130451.86,3.2038,57610388.86,1627596.06,4040706.04,12783547.55,-24188718.8,,,,1
79734,834296.OC,2014,2015-11-27,广发证券股份有限公司,非高新产业区,电气机械和器材制造业,,2015,11,宝胜电气,271804896,90503594.48,205303127.51,162533250.6,18573881.48,12990507,4757173.78,4907833.31,1373199.49,3534633.82,23618440.75,118993568.36,34609434.45,1.8827,4676194.38,,-7288438.33,16139862.33,2485382.09,,,,1
79735,834297.OC,2014,2015-11-13,中信建投证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2015,11,数智源,24377783.74,13808783.25,27716265.42,18050308.68,2238390.88,2186582.88,181855.59,4609121.27,-35.77,4609157.04,3840134.48,8839936.31,291629.86,20.8771,73151.91,,518648.07,-125471.86,-1501264.53,,,,1
79736,834298.OC,2014,2015-11-25,华龙证券股份有限公司,海口高新区,医药制造业,,2015,11,皇隆制药,544790402.34,236698477.73,321426872.72,180607671.05,66620753.41,43436408.09,12312835.42,28619558.77,14838509.66,13781000,19921430.95,27354913.64,353704705.44,5.0211,27713677.78,120173.65,22705968.3,-861334.44,-65301441.11,,,,1
79737,834299.OC,2014,2015-11-25,中信建投证券股份有限公司,非高新产业区,互联网和相关服务,,2015,11,汇量科技,1112328.66,1042208.6,330099.11,183278.09,671.14,133226.77,-926.42,18871.15,54,18817.15,-278389.68,12427.1,,1.7506,,,,-278156.91,-11577.67,,,,1
79738,834300.OC,2014,2015-11-12,中信建投证券股份有限公司,非高新产业区,电气机械和器材制造业,,2015,11,合泰电机,35496787.7,12479084.29,38310626.49,29431420.38,1082167.58,4408785.98,948221.9,1660503.43,724442.56,936060.87,405508.61,9989374.95,9437387.52,4.7518,973375.22,,1091034.3,-4196916.13,-359804.32,,,,1
79739,834301.OC,2014,2015-11-24,湘财证券股份有限公司,非高新产业区,橡胶和塑料制品业,,2015,11,金邦科技,157634469.08,39698564.41,304588408.28,289415757.01,11502432.79,2165265.55,445576.67,159646.72,-313792.99,473439.71,-16282224.56,40771241.24,4609252.98,0.1114,169440.71,119290.96,-16024344.82,766549.73,-2110360.07,,,,1
79740,834302.OC,2014,2015-12-11,浙商证券股份有限公司,非高新产业区,电气机械和器材制造业,,2015,12,韩光电器,53646869.11,37494921.31,48026259.66,23713564.5,3813561.83,10105072.11,552788.02,7661503.31,284678.86,7376800,1737662.83,16815375.84,8403989.97,15.2308,923411.1,154928.57,-586880.56,-3060280.96,-3987950.92,,,,1
79741,834304.OC,2014,2015-11-18,第一创业证券股份有限公司,非高新产业区,互联网和相关服务,,2015,11,黑蜘蛛,9559979.45,8816113.55,779401.73,493810.04,1069657.93,2930173.74,12837.2,-3511017.18,227441.18,-3738458.36,-4604960.96,,790564.14,-62.0418,91583.25,217894.72,,766998.71,-2260372.08,,,,1
79742,834305.OC,2014,2015-11-13,东吴证券股份有限公司,非高新产业区,黑色金属冶炼和压延加工业,,2015,11,荣程股份,151689003.31,45377249.54,74474278.55,57878814.54,2235159.04,10542426.98,5467083.59,1539450.14,2935184.22,-1395734.08,72624.83,23201062.55,71473209.49,1.0528,6331474.44,76305.22,-5870083.24,3065120.34,-11413756.86,,,,1
79743,834306.OC,2014,2015-11-17,新时代证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2015,11,神州科技,11126197.94,1884632.56,10011671.51,7842357.87,226894.18,510066.19,758.46,905145.63,0,905145.63,-462957.29,6180544.85,4531.7,10.7514,,,375416.27,-6185366.79,4249569.04,,,,1
79745,834308.OC,2014,2015-12-24,财通证券股份有限公司,非高新产业区,零售业,,2015,12,黄商股份,555083966.3,133663385.63,1058178957.89,852727836.02,113027253.82,62841633.27,6194486.63,14782404.19,4985178.96,9797200,51883099.98,2022680.79,148328191.36,3.0209,11537458.99,7331249.63,-40507760.81,35425029.57,18766156.41,,,,1
79746,834309.OC,2014,2015-12-15,太平洋证券股份有限公司,非高新产业区,非金属矿物制品业,,2015,12,瀚江新材,342865595.05,115144951.64,211167613.8,160070565.22,7560786.72,18725980.49,15850859.37,7003444.22,4664508.88,2338900,-23192267.98,59101089.58,179115784.9,2.8593,9118004.74,,-8309899.47,-24689105.31,-24308308.08,,,,1
79747,834310.OC,2014,2015-11-23,中泰证券股份有限公司,非高新产业区,金属制品、机械和设备修理业,,2015,11,华夏飞机,168421735.23,50306046.07,40564788.4,22529496.16,663027.19,10907063.74,2928997.88,97342.7,1159149.19,-1061806.49,-1952739.99,17942022.75,50441686.42,0.0772,2412293.4,,-6992942.44,-19792602.98,15936594.09,,,,1
79748,834311.OC,2014,2015-11-13,西部证券股份有限公司,非高新产业区,通用设备制造业,,2015,11,和利氢能,12804212.89,2773552.01,11127037.91,6769223.01,636383.08,3160085.81,-3318.85,272823,63496.72,209326.28,998086,2461531.28,584433.46,2.246,215159.24,,-350520.38,-2421298.56,3013143.05,,,,1
79749,834312.OC,2014,2015-11-19,广发证券股份有限公司,非高新产业区,家具制造业,,2015,11,悠派智能,144662714.58,63940178.03,201687292.25,142403235.66,16020219.66,17367863.41,324777.8,21025808.3,180498.2,20845310.1,-3004644.24,42535752.67,6587415.22,17.8877,1094513.52,796384.91,-9165149.4,-43817158.79,25901449.27,,,,1
79750,834313.OC,2014,2015-11-20,光大证券股份有限公司,非高新产业区,商务服务业,,2015,11,杰艾人力,25227639.81,9024900.64,776898919.41,757208751.5,,14703001.04,-158228.2,2592281.16,25895.94,2566385.22,2271573.02,6054347.33,247286.35,11.763,198189.96,101101.16,,-2289196.58,1400831.81,,,,1
79751,834314.OC,2014,2015-11-18,太平洋证券股份有限公司,非高新产业区,电气机械和器材制造业,,2015,11,卓能材料,75398705.48,31138452.6,34746581.98,21878193.92,1016476.03,5060008.61,1868942.09,4690793.12,807670,3883123.12,6132759.29,27927354.48,10132664.08,5.8781,1761567.04,199518.43,2671809.86,3442684.02,-8956322.08,,,,1
79752,834315.OC,2014,2015-11-16,中信建投证券股份有限公司,非高新产业区,非金属矿物制品业,,2015,11,富源科技,1835528844.89,658032636.55,161768436.64,136669855.63,7780592.54,48822658.24,19706033.35,86127089.42,122721036.59,-36593947.17,-141543745.7,43964335.62,847937795.65,4.8746,44712162.85,,-78157806.79,-189178237.17,-22912862.73,,,,1
79753,834316.OC,2014,2015-11-24,广发证券股份有限公司,非高新产业区,商务服务业,,2015,11,振威展览,111614095.71,74623192.73,112122803.54,45583921.26,19935271.98,20764645.39,-11007.05,24588214.17,6621620.17,17966594,17811700.35,5444803.4,40949632.26,24.0723,2261889.97,177637.5,1336396.42,-8113392.5,-3589363.1,,,,1
79754,834317.OC,2014,2015-12-11,广发证券股份有限公司,非高新产业区,通用设备制造业,,2015,12,正帆科技,622723777.16,219216093.62,498308998.3,384250900.54,13208842.14,67273243.46,1079224.06,16399841.33,4814160.49,13700200,47031664.37,121785336.32,90470632.53,3.0742,6478599.69,,10502748.87,-48500369.17,51808943.29,,,,1
79755,834319.OC,2014,2015-11-16,安信证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,11,三椒口腔,107697947.67,51063744.11,90218434.73,65838455.81,11005890.72,8598550.94,1880647.34,1286723.83,-891430.75,2178154.58,-1137315.28,19251885.79,25546696.01,1.3325,6195017.45,2379150.86,-13745038.94,-6446395.02,6634025.86,,,,1
79756,834320.OC,2014,2015-11-24,华融证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,11,天辰新材,236119950.73,55899714.27,324355980.68,267921927.77,16726837.66,20862724,3414069.44,13603210.37,802060.81,12801149.56,4115087.68,98638799.69,41640227.28,5.7842,4255183.28,53600.04,-1111238.39,-40796359.22,25137713.5,,,,1
79757,834321.OC,2014,2015-11-13,德邦证券股份有限公司,非高新产业区,批发业,,2015,11,明盛达,16938190.65,4953488,33248200.41,26408614.94,2268037.72,689244.15,2393.04,2521693.48,-706.52,2522400,-365974.09,13692632.03,24317.9,15.2851,12880.52,60000,6710945.39,-7264958.29,-2395915.71,,,,1
79758,834322.OC,2014,2015-11-13,天风证券股份有限公司,非高新产业区,软件和信息技术服务业,,2015,11,赛思软件,6422350.83,4478556.62,5355183.35,1376079.45,596256.41,2898883.69,-9666.13,1002010.04,425355.94,576700,799941.81,1457425,357745.29,18.774,118695.35,67599.96,,-736472.17,273515.48,,,,1
79759,834323.OC,2014,2015-11-17,华安证券股份有限公司,非高新产业区,橡胶和塑料制品业,,2015,11,韩华建材,80236135.21,37128306.24,50073938.06,38857409.24,2395808.56,5808329.71,-35906.7,2575194.67,323639.63,2251555.04,25620900.17,5095857.61,40203145.46,4.1269,2044198.38,,-9612237.72,-3740434.25,34053024.61,,,,1
79760,834324.OC,2014,2015-11-17,国联证券股份有限公司,非高新产业区,专用设备制造业,,2015,11,安碧捷,78373402.82,41487934.47,30161722.06,7551409.7,3279436.27,6181267.33,-6866.02,13200415.47,4461947.84,8738467.63,8560448.52,3831245.71,2177414.34,22.1021,488736.19,42749.97,1776831.07,-7112192.86,4230161.59,,,,1
79761,834325.OC,2014,2015-11-17,联讯证券股份有限公司,非高新产业区,零售业,,2015,11,天行股份,16555496.53,-3284812.73,21659199.3,16215327.26,3273450.88,1742821.43,160651.68,112915.75,-4.18,112919.93,-2960810.15,2110680.99,825975.87,0.7569,121778.01,,-1230651.78,-1697256.23,-494744.17,,,,1
