证券代码,年度,挂牌日期,主办券商,所属园区,所属证监会行业,摘牌日期,挂牌年度,挂牌月份,证券简称,资产总计,归属母公司股东的权益,营业收入,营业成本,销售费用,管理费用,财务费用,归属母公司股东的净利润,非经常性损益,扣除非经常性损益后的净利,经营活动产生的现金流量净额,应收账款,固定资产,ROA,折旧,长期待摊费用摊销,存货的减少,经营性应收项目的减少,经营性应付项目的增加,实际披露日期,报告期,挂牌前后,relativeYear
430012.OC,2004,2007-02-12,国信证券有限责任公,中关村科技园区非上市股份有限公司,制药、生物科技与生命科学,2012-05-10,2007,2,博晖创新(退市),57696343.29,49319354.67,24509852.3,5305555.89,3631907.83,3947254.13,-21588.91,13789758.34,461566.79,13328191.55,,6702303.31,1044134.38,,,,,,,,,挂牌前,-2
430013.OC,2004,2007-03-15, 广发证券股份有限公司,中关村科技园区非上市股份有限公司,食品、饮料与烟草,2014-05-19,2007,3,ST羊业(退市),92922550.44,72350118.43,24577981.98,22179575.97,331288.95,1186187.49,74742.54,856696.49,50509.46,806187.03,,4278776.03,41185053.33,,,,,,,,,挂牌前,-2
430014.OC,2005,2007-06-15,安信证券股份有限公司,中关村科技园区,专用设备制造业,,2007,6,恒业世纪,47357855.25,34531006.97,27454164.15,20729307.98,4021926.95,1544105.14,270103.09,454811.56,2457.35,452354.21,,10003082.67,11676125.86,,,,,,,,,挂牌前,-2
430015.OC,2005,2007-06-18,申万宏源证券有限公司,中关村科技园区,软件和信息技术服务业,,2007,6,盖特佳,32201863.8,29401879.29,3365399.99,588093.47,266452.9,3955072.3,79564.95,-1544131.46,-180631.46,-1363500.0,,1611476.0,1965142.37,,,,,,,,,挂牌前,-2
430016.OC,2005,2007-07-26,东海证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2007,7,胜龙科技,31182442.8,25073176.92,4410655.83,3255859.49,704884.37,3483408.74,216673.19,-5127645.44,-509400.0,-4618245.44,-214911.93,60903.95,9879178.52,,726649.51,,-214217.23,-89081.1,715369.89,,,挂牌前,-2
430017.OC,2005,2007-08-16,海通证券股份有限公司,中关村科技园区,医药制造业,,2007,8,星昊医药,85884062.7,46040516.7,72726633.71,43026147.76,10859458.82,11067228.67,771668.02,5247190.73,,,,3667870.16,48609051.04,,,,,,,,,挂牌前,-2
430018.OC,2005,2007-09-13,申银万国证券股份有限公司,中关村科技园区非上市股份有限公司,资本货物,2015-06-01,2007,9,合纵科技(退市),119277530.88,68799956.79,68105047.57,54404498.03,2975960.03,6048574.1,482661.04,5488352.27,-42500.0,5530852.27,5803246.25,22435515.27,21708071.28,,1084665.57,,-3792078.56,1461452.74,2528633.96,,,挂牌前,-2
430019.OC,2005,2007-09-28,申万宏源证券有限公司,中关村科技园区,计算机、通信和其他电子设备制造业,,2007,9,新松佳和,18505494.19,13623087.3,22872895.57,15184431.72,488826.59,2990077.99,9057.76,4304020.75,0.0,4304020.75,,4223223.05,4015611.24,,,,,,,,,挂牌前,-2
430020.OC,2005,2007-09-28,申万宏源证券有限公司,中关村科技园区,非金属矿物制品业,,2007,9,建工华创,21282422.97,15002043.19,9746957.87,5233333.2,654444.71,2833850.46,-4640.29,920209.17,32373.84,887835.33,1112740.39,1879073.52,3301836.46,,160704.89,14230.0,-547634.68,-715896.34,662109.25,,,挂牌前,-2
430021.OC,2005,2007-09-28,广发证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2007,9,海鑫科金,62979173.75,53952473.54,36191979.16,12354056.43,5777245.26,14136908.89,-33011.62,7264920.36,2410400.0,4854520.36,11757441.23,11900283.41,7144903.97,,401106.79,559691.0,677971.0,-220887.56,1809032.03,,,挂牌前,-2
430022.OC,2005,2007-10-18,国信证券股份有限公司,中关村科技园区,计算机、通信和其他电子设备制造业,,2007,10,五岳鑫,29713572.29,25807873.26,26742052.13,14810069.19,2248932.26,4460734.06,-69042.43,4921628.24,0.0,4921628.24,3694588.1,3329134.59,9538065.12,,829970.68,,-451262.82,1436790.27,-3052299.85,,,挂牌前,-2
430023.OC,2005,2007-10-23,申银万国证券股份有限公司,中关村科技园区非上市股份有限公司,技术硬件与设备,2011-04-20,2007,10,佳讯飞鸿(退市),134860208.29,42986205.66,95209027.15,56007190.46,11156338.73,17221897.07,839688.78,12151632.32,794436.6,11357195.72,718389.62,61864383.83,6000689.51,,957912.52,,6255927.1,-11983860.38,-9072559.51,,,挂牌前,-2
430024.OC,2005,2007-12-27,中国中投证券有限责任公司,中关村科技园区,软件和信息技术服务业,,2007,12,金和网络,12188745.27,3037448.45,5666277.5,1650.0,902139.76,3962672.34,290288.99,1088887.37,6083.82,1082803.55,-2917820.61,194775.49,7948331.07,,,,,,,,,挂牌前,-2
430025.OC,2005,2008-01-16,广发证券股份有限公司,中关村科技园区,非金属矿物制品业,,2008,1,石晶光电,98704379.44,76355328.31,41784282.69,25059270.48,1868549.03,8246011.08,-64976.87,6158301.68,50800.0,6107501.68,3525360.66,15095757.3,27092692.96,,3708297.61,,-1999007.71,-5447438.33,1436649.45,,,挂牌前,-2
430026.OC,2005,2008-02-13,申银万国证券股份有限公司,中关村科技园区非上市股份有限公司,制药、生物科技与生命科学,2014-06-30,2008,2,金豪制药(退市),51324100.18,35085513.82,23535539.71,11355116.28,5873527.82,3007554.68,786297.84,2023217.33,-30000.0,2053217.33,1420554.83,13139563.42,16661186.91,,1948588.65,,-4237029.82,766004.77,-2286901.47,,,挂牌前,-2
430027.OC,2005,2008-02-18,上海证券有限责任公司,中关村科技园区,软件和信息技术服务业,,2008,2,北科光大,25003056.92,24040066.12,13392692.59,6138806.28,95211.77,3140373.61,-15685.66,3351948.63,,,4670628.16,917910.0,351862.54,,18035.46,,-1636373.59,-557476.6,181893.32,,,挂牌前,-2
430028.OC,2005,2008-04-30,申万宏源证券有限公司,中关村科技园区,建筑安装业,,2008,4,京鹏科技,32794115.19,12141460.71,47419464.72,38117025.75,1546350.06,7172366.49,-3200.43,776017.52,0.0,776017.52,7830199.66,6922036.04,1034163.45,,123862.44,,-3699666.85,-8215279.71,17442331.19,,,挂牌前,-2
430029.OC,2006,2008-06-20,上海证券有限责任公司,中关村科技园区,农副食品加工业,,2008,6,金泰得,9171985.81,2324562.28,28062188.4,23773719.57,3148154.15,700070.66,-7097.85,235152.51,,,158980.91,4049544.9,1482821.18,,193725.37,,-1059616.92,-2415437.02,3139337.14,,,挂牌前,-2
430030.OC,2006,2008-08-13,上海证券有限责任公司,中关村科技园区非上市股份有限公司,技术硬件与设备,2014-01-09,2008,8,安控科技(退市),71704833.42,31665678.82,40399945.82,28835147.18,1846069.0,9100450.24,245854.55,1195103.29,2705.95,1192397.34,-9395662.86,25547792.06,7613116.56,1.6862,616592.42,99600.0,-4378298.76,-3244342.65,-4010220.37,,,挂牌前,-2
430031.OC,2006,2008-09-01,申万宏源证券有限公司,中关村科技园区,软件和信息技术服务业,,2008,9,林克曼,17182232.52,14324245.46,8850427.36,4084233.52,599024.86,2474808.24,-49030.95,2189472.36,9050.0,2180422.36,4966234.63,1959959.25,1921529.52,,347793.72,,466977.88,171306.93,1722639.66,,,挂牌前,-2
430032.OC,2006,2008-10-28,中泰证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2008,10,凯英信业,23597711.1,5509148.55,44036833.38,40126365.75,1214896.03,1956378.88,92361.11,290615.39,-19353.45,309968.84,-1817966.97,6081147.2,103290.52,1.2315,32559.54,,-2885824.97,-8966873.27,9201597.4,,,挂牌前,-2
430033.OC,2006,2008-10-28,上海证券有限责任公司,中关村科技园区,计算机、通信和其他电子设备制造业,,2008,10,彩讯科技,32851356.23,18485627.35,38215341.65,25631734.36,3155591.19,7604338.87,-19032.05,1097761.17,3444.74,1094316.43,4657802.43,4682603.28,10868575.55,2.8448,767523.42,,-1782614.5,-3542815.7,8119593.05,,,挂牌前,-2
430034.OC,2006,2008-10-28,南京证券股份有限公司,中关村科技园区,农副食品加工业,,2008,10,大地股份,91909465.3,35917125.64,158561986.22,132799796.07,14545766.12,12299556.96,983336.82,-111495.07,1282201.06,-1393696.13,1830814.59,6063932.43,37651244.76,,,,,,,,,挂牌前,-2
430035.OC,2006,2008-10-28,国信证券股份有限公司,中关村科技园区,房地产业,,2008,10,中兴通融,95050652.55,92997009.47,29518226.73,10942893.76,5273180.71,6241305.21,-150660.06,16155331.44,,,21251399.26,14581.0,25543944.72,,210656.84,,4325649.74,3376343.62,170998.08,,,挂牌前,-2
430036.OC,2006,2008-10-28,国泰君安证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2008,10,鼎普科技,22481060.95,18369927.12,14364090.41,8939527.69,1481293.27,3443295.41,-35166.37,2369920.73,,,5466459.24,741922.0,704360.79,10.5419,,,,,,,,挂牌前,-2
430037.OC,2006,2008-12-05,申万宏源证券有限公司,中关村科技园区,石油加工、炼焦和核燃料加工业,,2008,12,联飞翔,15974871.79,8541680.23,2215619.94,776924.56,362700.31,1126724.62,78023.17,42727.56,36189.79,6537.77,315313.51,187303.6,2056099.64,0.5688,225015.07,,-233546.52,456899.26,-403933.33,,,挂牌前,-2
430038.OC,2006,2008-12-16,西部证券股份有限公司,中关村科技园区,仪器仪表制造业,,2008,12,信维科技,16755244.91,13622637.01,15775561.25,6695509.69,1582703.78,4204788.99,-8760.04,3160713.85,-700.0,3161413.85,3818796.02,2893681.36,829695.02,,266798.13,478371.13,-1912643.68,390014.41,762951.05,,,挂牌前,-2
430039.OC,2006,2008-12-10,招商证券股份有限公司,中关村科技园区,铁路、船舶、航空航天和其他运输设备制造业,,2008,12,华高世纪,15951724.16,12681761.64,15885888.75,4108618.48,515328.14,1159517.55,58625.54,7939229.14,-2044.0,7941273.14,8279543.39,2347805.04,123836.15,,29007.56,19511.0,-376380.87,-6294634.04,5124558.94,,,挂牌前,-2
430040.OC,2006,2008-12-22,西部证券股份有限公司,中关村科技园区非上市股份有限公司,技术硬件与设备,2015-04-22,2008,12,康斯特(退市),35991076.17,25753329.78,31998089.56,8805057.63,5483959.14,5433888.44,217799.99,9344568.11,0.0,9344568.11,10763437.89,3508601.96,1434691.6,,155577.92,,-488262.58,-1362083.78,208666.5,,,挂牌前,-2
430041.OC,2006,2008-12-25,国信证券股份有限公司,中关村科技园区,电气机械和器材制造业,,2008,12,中机非晶,19764480.14,10208737.6,29495324.32,26616357.06,676163.36,1062295.3,-18745.55,754227.62,0.0,754227.62,2149275.43,5448895.24,4908561.14,3.8161,398223.34,105628.98,-3513115.61,-5233988.96,9310888.7,,,挂牌前,-2
430042.OC,2006,2009-01-15,西部证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2009,1,科瑞讯,35702531.33,16803579.44,17036762.48,9576079.05,3784721.07,2768888.91,205323.28,1199666.69,277200.0,922466.69,-402311.07,9848942.22,429604.01,3.0732,135907.8,,997573.6,-5248006.92,1356880.82,,,挂牌前,-2
430043.OC,2006,2009-01-14,国信证券股份有限公司,中关村科技园区非上市股份有限公司,技术硬件与设备,2014-11-26,2009,1,世纪东方(退市),93083598.08,53176090.42,56922650.8,23892688.78,1792990.7,11414781.36,186896.28,17669702.77,0.0,17669702.77,39447316.61,5442679.39,28080087.45,18.9826,469912.86,0.0,-6485090.11,-2354073.55,26871235.0,,,挂牌前,-2
430044.OC,2006,2009-01-12,申万宏源证券有限公司,中关村科技园区,电气机械和器材制造业,,2009,1,东宝亿通,5093774.0,1014291.18,1102307.2,70000.0,,277305.89,-8195.79,706981.23,0.0,706981.23,-742192.49,1349247.2,918455.76,,53619.0,,,-174737.2,-1328055.52,,,挂牌前,-2
430045.OC,2006,2009-02-10,申银万国证券股份有限公司,中关村科技园区非上市股份有限公司,技术硬件与设备,2012-08-29,2009,2,东土科技(退市),18364879.22,9176085.94,13430406.24,5298459.03,2487244.0,4024939.92,-522.23,1633642.29,83657.57,1549984.72,-814284.9,2991010.05,709371.08,,119232.95,,-695558.64,-5054921.7,2873193.73,,,挂牌前,-2
430046.OC,2006,2009-02-18,西部证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2009,2,圣博润,7946335.15,5468330.31,10122130.84,5581323.31,863246.6,3696026.89,13697.61,420362.28,,,1280317.62,626165.03,201512.13,,54393.8,,139678.12,-110395.3,339513.9,,,挂牌前,-2
430047.OC,2006,2009-02-18,中泰证券股份有限公司,中关村科技园区,科技推广和应用服务业,,2009,2,诺思兰德,8764955.11,7164398.45,6714709.48,412476.99,,947063.71,-6752.89,5383822.16,51639.79,5332182.37,5033213.61,48000.0,392381.22,61.4244,94933.43,,-1082614.03,-285502.08,-380838.21,,,挂牌前,-2
430048.OC,2006,2009-02-18,东海证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2009,2,建设数字,58472120.55,36565230.16,16715975.26,10105644.9,1130991.56,2438209.79,-78542.09,2915863.14,,,2407914.18,263493.0,19004962.3,,1413806.88,,-1148841.12,-3348045.26,3628850.76,,,挂牌前,-2
430049.OC,2006,2009-02-13,东北证券股份有限公司,中关村科技园区非上市股份有限公司,资本货物,2015-04-20,2009,2,双杰电气(退市),72603185.5,40679127.06,51965434.07,36341794.9,4086226.27,7327289.83,6348.82,2037188.98,55712.8,1981476.18,-16270795.19,14676090.28,4018015.87,2.8059,452675.1,,2775858.64,-29295501.04,5697538.08,,,挂牌前,-2
430050.OC,2006,2009-02-16,国海证券股份有限公司,中关村科技园区非上市股份有限公司,商业和专业服务,2015-03-27,2009,2,博朗环境(退市),74758569.95,50150042.61,53050000.0,32432302.27,1542115.76,5049863.06,2495264.01,10865726.36,-2978.54,10868704.9,4210707.32,12639006.0,432773.2,,116536.8,,-17746850.0,6750517.76,1722796.66,,,挂牌前,-2
430051.OC,2006,2009-02-18,国信证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2009,2,九恒星,3429390.64,1711105.56,9317982.69,3189278.51,,6459153.68,1928.15,-369649.55,0.0,-369649.55,-406317.87,1238400.0,460663.68,,148966.22,,,-1047650.11,840999.4,,,挂牌前,-2
430052.OC,2006,2009-03-19,东吴证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2009,3,斯福泰克,11848389.96,11006642.24,10812743.6,1552213.08,1217782.62,4428728.48,-14591.95,3031892.38,-1928.98,3033821.36,3889817.85,1894759.53,1781385.19,,120608.76,,,-2906985.82,737394.52,,,挂牌前,-2
430053.OC,2006,2009-03-31,西部证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2009,3,国学时代,889041.3,489744.45,1117626.46,460588.67,288432.33,314152.65,-608.2,-15784.17,-493734.51,477950.34,272501.02,65720.8,467193.11,,138460.03,,-50000.0,61889.7,134609.17,,,挂牌前,-2
430054.OC,2006,2009-04-16,申万宏源证券有限公司,中关村科技园区,有色金属矿采选业,,2009,4,超毅网络,37141726.35,28437516.04,20713702.05,16235039.14,70569.32,4409048.44,11003.9,62973.88,,,-930559.75,412362.32,908908.92,,,,,,,,,挂牌前,-2
430055.OC,2006,2009-04-28,东吴证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2009,4,达通通信,9408735.85,7803846.94,7782772.65,1910278.85,1872950.25,2175737.08,-1010.31,1693327.27,-4441.0,1697768.27,-1695195.23,3485200.0,434616.08,,55031.62,,-147747.43,-4548103.19,-90918.63,,,挂牌前,-2
430056.OC,2007,2009-07-01,中信建投证券股份有限公司,中关村科技园区,化学原料和化学制品制造业,,2009,7,中航新材,51849324.16,23914071.6,105110209.61,84663565.7,3989205.67,4776128.7,772805.59,7219436.97,41246.69,7178190.28,3521032.75,13582552.21,4933226.66,13.9239,,,,,,,,挂牌前,-2
430057.OC,2007,2009-07-14,南京证券股份有限公司,中关村科技园区,电气机械和器材制造业,,2009,7,清畅电力,34700115.34,20558188.59,22271374.82,13806282.36,914730.69,4263763.3,270194.81,2682943.95,1615.5,2681328.45,1372777.29,11084764.05,1550326.93,,192344.9,12833.3,-1044524.41,-9932813.36,8959444.45,,,挂牌前,-2
430058.OC,2007,2009-08-05,东吴证券股份有限公司,中关村科技园区,计算机、通信和其他电子设备制造业,,2009,8,意诚信通,40203177.2,24316564.83,78267311.84,68743931.45,4922945.59,3689253.6,223651.52,518997.04,-4995.23,523992.27,3500746.34,8799507.04,9244679.89,,1275282.0,35535.24,-3525304.55,63162.08,2636453.21,,,挂牌前,-2
430063.OC,2007,2010-02-08,国信证券股份有限公司,中关村科技园区,科技推广和应用服务业,,2010,2,工控网,11181447.11,7737756.44,16240512.08,7293516.81,2704119.68,4358212.31,-6629.81,259753.97,244974.58,14779.39,3366885.77,890109.9,6334545.37,2.3231,347185.52,310740.47,4126.0,488788.29,1570182.62,,,挂牌前,-2
430064.OC,2007,2010-03-17,上海证券有限责任公司,中关村科技园区,软件和信息技术服务业,,2010,3,金山顶尖,76308280.8,34089010.23,245068148.98,232970340.85,2139200.68,5605216.92,207164.67,3860679.0,-21354.51,3882033.51,-13284574.52,20928568.45,720861.63,5.0593,-534894.29,85680.0,10436352.9,-6905638.8,-21583932.15,,,挂牌前,-2
430070.OC,2008,2010-07-21,金元证券股份有限公司,中关村科技园区,金属制品业,,2010,7,赛亿智能,10508267.51,7858031.0,8640456.8,6214626.64,668744.57,1380545.34,-2393.56,254133.58,88706.33,165427.25,-15050.36,2376936.62,1748965.88,2.472,175467.43,,-939306.18,-4189156.04,4284218.92,,,挂牌前,-2
430071.OC,2008,2010-08-02,中信证券股份有限公司,中关村科技园区,电信、广播电视和卫星传输服务,,2010,8,首都在线,10908353.93,6444005.5,21287128.68,10857036.48,229453.2,6207794.08,-58645.05,2401154.71,0.0,2401154.71,-1520845.54,1212550.25,637552.37,22.0121,247351.49,101807.15,51260.0,-4726742.75,311761.65,,,挂牌前,-2
430073.OC,2008,2010-09-10,申万宏源证券有限公司,中关村科技园区,软件和信息技术服务业,,2010,9,兆信股份,22814645.22,16462539.8,29394247.19,19402753.22,1929176.75,9746980.39,-11480.07,-1954737.57,-1530.0,-1953207.57,779050.3,2083817.3,1944678.42,-8.3232,756188.85,640575.03,-881064.61,1759725.17,-2237247.87,,,挂牌前,-2
430074.OC,2008,2010-10-08,国信证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2010,10,德鑫物联,16223581.7,6784388.81,9103884.84,3848958.66,1637159.6,2078164.35,45867.41,1220859.77,-4050.5,1224910.27,1133109.81,2170534.41,2427554.63,7.5252,365864.96,80694.23,-4770248.61,-527720.11,3953843.53,,,挂牌前,-2
430076.OC,2008,2010-12-08,光大证券股份有限公司,中关村科技园区,互联网和相关服务,,2010,12,国基科技,74967079.35,50131242.02,58727724.56,38159326.62,4831819.66,10962503.45,-1981.21,3944484.04,34000.0,3910484.04,2352522.66,24510581.26,1785497.12,,,,,,,,,挂牌前,-2
430077.OC,2008,2010-12-29,华泰证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2010,12,道隆软件,12962734.35,12454068.98,14601442.15,7219928.1,1534804.76,4602638.24,453.53,584733.78,69162.39,515571.39,-4374629.3,2209140.21,189241.79,4.5109,45807.49,,-1296097.37,1945172.08,-6174324.1,,,挂牌前,-2
430079.OC,2008,2011-01-21,国信证券股份有限公司,中关村科技园区,计算机、通信和其他电子设备制造业,,2011,1,ST北华,9710874.57,9132795.3,3883923.08,1853432.03,,1751393.35,-4549.02,136684.43,0.0,136684.43,-687217.81,2901318.5,627899.4,1.4075,178406.38,20075.34,-922414.44,-934796.0,308209.3,,,挂牌前,-2
430080.OC,2008,2011-03-01,中泰证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2011,3,尚水股份,12340579.12,4619294.41,11026995.05,6606578.54,688767.7,4150977.28,-12950.82,105853.86,-423601.09,529454.95,3374738.64,1172000.0,533504.25,0.8578,,,,,,,,挂牌前,-2
430081.OC,2008,2011-03-03,民生证券股份有限公司,中关村科技园区,商务服务业,,2011,3,五八汽车,2542213.29,647239.47,3928461.07,631769.07,44625.0,3268166.86,-5766.66,-305254.91,0.0,-305254.91,-234994.22,1308919.6,83512.97,-12.0074,11288.49,,,-2241333.0,2244332.89,,,挂牌前,-2
430082.OC,2008,2011-03-28,东海证券股份有限公司,中关村科技园区,计算机、通信和其他电子设备制造业,,2011,3,博雅英杰,12873074.08,10560468.48,6610537.7,3118572.97,719000.08,1972214.07,-1467.37,560468.48,437.82,560000.0,-7609498.61,1188019.8,348068.55,4.3538,37055.45,,-2571073.2,-8061284.05,2112605.6,,,挂牌前,-2
430083.OC,2008,2011-03-28,申万宏源证券有限公司,中关村科技园区,软件和信息技术服务业,,2011,3,中科联众,4850724.76,2597622.66,4340919.98,3968046.97,162647.09,161088.01,24.28,24535.39,-1239.75,25775.14,-233734.43,1574938.59,51811.31,0.5058,2052.77,,-2375003.8,95908.98,2007682.15,,,挂牌前,-2
430084.OC,2008,2011-03-28,西部证券股份有限公司,中关村科技园区,黑色金属冶炼和压延加工业,,2011,3,星和众工,190094760.49,44062126.57,160894068.2,138628866.24,3081431.09,11751410.29,58910.19,4817387.75,80500.0,4736900.0,893654.07,37095291.71,9489167.1,2.5342,996125.63,,-19015526.95,-730036.7,10932628.19,,,挂牌前,-2
430085.OC,2008,2011-04-01,申万宏源证券有限公司,中关村科技园区,软件和信息技术服务业,,2011,4,新锐英诚,3633938.46,1825491.87,13723140.65,12257169.35,378608.37,943110.18,-12129.21,72394.44,-14400.0,86794.44,-593687.71,1199469.92,74796.0,1.9922,23521.92,,-522205.89,-1237088.72,1047136.19,,,挂牌前,-2
430086.OC,2008,2011-04-08,南京证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2011,4,爱迪科森,10858802.78,6470177.39,14212354.74,895425.52,6971759.73,7490776.7,136632.58,1134794.79,807783.29,327011.5,-378814.56,981765.04,1726457.81,10.4505,439205.85,403863.84,,183063.76,-3501886.96,,,挂牌前,-2
430087.OC,2009,2011-05-31,招商证券股份有限公司,中关村科技园区,专用设备制造业,,2011,5,富电绿能,7108402.29,5728098.7,5663090.0,3785817.71,672506.73,1129358.57,1593.42,-15986.63,0.0,-15986.63,37852.3,1365200.96,,-0.2249,,,372025.07,-1179702.6,672491.35,,,挂牌前,-2
430088.OC,2009,2011-05-31,东北证券股份有限公司,中关村科技园区,仪器仪表制造业,,2011,5,七维航测,18672354.7,13467197.44,25203167.57,17702961.55,397802.12,3119865.65,110783.35,3654590.21,15262.5,3639327.71,-1532106.07,3682603.43,2848288.87,19.5722,212873.79,-120383.31,-2230589.67,-4674225.92,1457974.16,,,挂牌前,-2
430089.OC,2009,2011-05-31,长城证券股份有限公司,中关村科技园区,计算机、通信和其他电子设备制造业,,2011,5,天一众合,23344634.17,18830250.92,32264946.83,15863390.97,4137930.73,8466245.38,-267.86,4653813.51,-2600.0,4653500.0,-2293067.05,10061863.41,476540.94,19.9353,131178.84,,4659986.24,-4127080.97,-7809173.09,,,挂牌前,-2
430091.OC,2009,2011-06-23,国信证券股份有限公司,中关村科技园区,专用设备制造业,,2011,6,东方生态,12519411.82,6804091.87,14762851.15,10275751.83,1448157.85,2056607.97,2653.2,636216.34,1584.0,634632.34,1527292.1,161351.89,677649.92,5.0818,,,,,,,,挂牌前,-2
430093.OC,2009,2011-07-08,西部证券股份有限公司,中关村科技园区,电信、广播电视和卫星传输服务,,2011,7,掌上通,57212668.55,29819552.34,90896283.5,58283734.68,2137211.79,16751987.18,1356328.86,7957513.04,-582391.13,8539904.17,11648543.21,19962010.35,1219963.03,13.9087,729194.62,,617709.64,9171021.19,-7001316.86,,,挂牌前,-2
430096.OC,2009,2011-08-30,山西证券股份有限公司,中关村科技园区,电气机械和器材制造业,,2011,8,航天宏达,6502941.99,6234190.77,2677527.08,1037771.52,125844.65,1359932.97,4319.3,50250.57,51.0,50199.57,-556814.31,620641.89,1944517.07,0.7727,366405.18,,-779190.58,113032.88,-326351.66,,,挂牌前,-2
430097.OC,2009,2011-10-19,申万宏源证券有限公司,中关村科技园区,专用设备制造业,,2011,10,赛德丽,21818274.48,4703165.55,26929394.27,21567429.18,1299829.12,1918677.46,95266.39,2436693.29,3186.19,2433507.1,216544.26,1354800.98,169857.44,11.1681,44014.13,,-333679.48,1641878.55,-2589538.44,,,挂牌前,-2
