主办券商,主营产品,可交易股份总量(万股),总市值(万元),所属Wind行业,所属园区,所属证监会行业,挂牌日期,摘牌日期,最新成交价(元),最新成交日,终止上市原因,股份总量(万股),证券代码,证券简称,转让方式
招商证券股份有限公司,专业咨询服务,829.9648,,商业和专业服务,非高新产业区,商务服务业,2015-07-24,,,,,1750.0,832919.OC,世纪龙文,协议转让
日信证券有限责任公司,淀粉类、粮食、蔬菜类,424.75,,食品、饮料与烟草,非高新产业区,农业,2015-07-24,,,,,1159.0,832926.OC,恒屹农牧,协议转让
西部证券股份有限公司,激素及调节内分泌功能类制剂、原料药、植物提取物、制剂用辅料及附加剂,188.6872,,医疗保健设备与服务,非高新产业区,医药制造业,2015-07-24,,,,,8800.0,832933.OC,九典制药,协议转让
海通证券股份有限公司,通信终端设备,450.0,,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2015-07-24,,,,,1200.0,832934.OC,普天数码,协议转让
华龙证券股份有限公司,饮料,1262.4999,43341.2,食品、饮料与烟草,非高新产业区,酒、饮料和精制茶制造业,2015-07-24,,13.46,2016-04-14 00:00:00,,3220.0,832946.OC,白茶股份,协议转让
中泰证券股份有限公司,高分子聚合物,2863.5,,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2015-07-24,,,,,6000.0,832964.OC,凯瑞环保,协议转让
申万宏源证券有限公司,教育培训服务、投资银行业务、物业出租和管理,,,房地产,非高新产业区,房地产业,2015-07-24,,,,,5626.0,832968.OC,东软股份,协议转让
中山证券有限责任公司,种子,422.0,10260.0,食品、饮料与烟草,非高新产业区,农业,2015-07-24,,2.7,2016-04-13 00:00:00,,3800.0,832974.OC,鲜美种苗,协议转让
中原证券股份有限公司,生物诊断试剂,247.3368,71121.75,制药、生物科技与生命科学,非高新产业区,医药制造业,2015-07-24,,21.7,2016-04-14 00:00:00,,3277.5,832982.OC,锦波生物,做市转让
上海证券有限责任公司,塑胶机械,223.925,,资本货物,成都高新区,通用设备制造业,2015-07-24,,,,,845.0,832984.OC,埃森普特,协议转让
西部证券股份有限公司,医疗美容器械、医疗器械用制剂,,,医疗保健设备与服务,石家庄高新区,专用设备制造业,2015-07-24,,,,,1000.0,832986.OC,瑞诺医疗,协议转让
东北证券股份有限公司,热缩产品,,,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2015-07-24,,,,,3000.0,832990.OC,创达新材,协议转让
中山证券有限责任公司,系统集成服务,,,软件与服务,广州高新区,软件和信息技术服务业,2015-07-24,,,,,3118.0,832995.OC,杰创智能,协议转让
申万宏源证券有限公司,互联网服务,,,软件与服务,南昌高新区,互联网和相关服务,2015-07-24,,,,,1500.0,833072.OC,大江传媒,协议转让
国金证券股份有限公司,CRM软件、ERP软件、行业专用软件,,,软件与服务,非高新产业区,软件和信息技术服务业,2015-07-23,,,,,5000.0,832722.OC,百胜软件,协议转让
广发证券股份有限公司,有机化工原料,1418.75,,材料Ⅱ,非高新产业区,医药制造业,2015-07-23,,,,,5000.0,832780.OC,科瑞生物,协议转让
广发证券股份有限公司,冷冻食品,275.0,,食品、饮料与烟草,非高新产业区,农副食品加工业,2015-07-23,,,,,2500.0,832788.OC,环球渔场,协议转让
财通证券股份有限公司,其他木制品,947.247,10426.5,材料Ⅱ,非高新产业区,木材加工和木、竹、藤、棕、草制品业,2015-07-23,,5.25,2016-04-14 00:00:00,,1986.0,832835.OC,三禾科技,做市转让
华龙证券股份有限公司,塑料包装制品,726.655,11932.0,材料Ⅱ,非高新产业区,橡胶和塑料制品业,2015-07-23,,6.28,2015-08-26 00:00:00,,1900.0,832870.OC,博浪股份,协议转让
安信证券股份有限公司,美发用品、美体产品、清洗剂、洗漱用品,500.0,70090.0,家庭与个人用品,非高新产业区,化学原料和化学制品制造业,2015-07-23,,16.3,2016-04-14 00:00:00,,4300.0,832873.OC,金奇精化,做市转让
国信证券股份有限公司,电脑整机、电子元器件,697.9687,48108.0,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2015-07-23,,21.1,2016-04-14 00:00:00,,2280.0,832876.OC,慧为智能,做市转让
中国中投证券有限责任公司,机床机械,740.0,,资本货物,非高新产业区,通用设备制造业,2015-07-23,,,,,1300.0,832882.OC,金沙数控,协议转让
广发证券股份有限公司,家用美容器具、美发用品、美容产品、美体产品,136.25,650.0,家庭与个人用品,非高新产业区,批发业,2015-07-23,,1.3,2016-04-05 00:00:00,,500.0,832887.OC,克里爱,协议转让
长江证券股份有限公司,OA软件、行业专用软件,125.0,,软件与服务,非高新产业区,软件和信息技术服务业,2015-07-23,,,,,2280.0,832889.OC,深捷科技,协议转让
中信建投证券股份有限公司,重有色金属,4343.0833,38801.8983,材料Ⅱ,非高新产业区,废弃资源综合利用业,2015-07-23,,6.6,2016-04-14 00:00:00,,5879.0755,832908.OC,西恩科技,协议转让
西南证券股份有限公司,包装机械,,,资本货物,非高新产业区,通用设备制造业,2015-07-23,,,,,1020.39,832914.OC,锐嘉工业,协议转让
东北证券股份有限公司,环保机械,812.6666,2268.0,软件与服务,非高新产业区,软件和信息技术服务业,2015-07-23,,1.0,2016-02-15 00:00:00,,2268.0,832915.OC,汉尧环保,协议转让
海通证券股份有限公司,专用设备与零部件,4425.064,56950.0,资本货物,中关村科技园区,电气机械和器材制造业,2015-07-23,,6.7,2015-11-10 00:00:00,,8500.0,832921.OC,博电电气,协议转让
西南证券股份有限公司,中药饮片,250.0,,制药、生物科技与生命科学,非高新产业区,医药制造业,2015-07-23,,,,,1000.0,832922.OC,浙皖中药,协议转让
中信建投证券股份有限公司,影视制作发行,821.7,,媒体Ⅱ,非高新产业区,广播、电视、电影和影视录音制作业,2015-07-23,,,,,2509.2,832927.OC,顶峰影业,协议转让
长江证券股份有限公司,涂料与油漆,667.5,,能源Ⅱ,非高新产业区,批发业,2015-07-23,,,,,7670.0,832932.OC,永恒股份,协议转让
国海证券股份有限公司,钢管类,165.0,45927.162,材料Ⅱ,非高新产业区,金属制品业,2015-07-23,,8.1,2016-04-14 00:00:00,,5670.02,832936.OC,万达重工,做市转让
长江证券股份有限公司,高分子聚合物、输电设备,,,资本货物,非高新产业区,橡胶和塑料制品业,2015-07-23,,,,,5228.0,832948.OC,金牌电工,协议转让
中泰证券股份有限公司,中药提取物,4318.0,16993.14,制药、生物科技与生命科学,非高新产业区,医药制造业,2015-07-23,,2.13,2016-04-13 00:00:00,,7978.0,832955.OC,七丹药业,做市转让
国泰君安证券股份有限公司,玩具,175.0,,消费者服务Ⅱ,非高新产业区,文教、工美、体育和娱乐用品制造业,2015-07-23,,,,,1500.0,832956.OC,光阳游乐,协议转让
东北证券股份有限公司,运营平台系统,,,软件与服务,非高新产业区,软件和信息技术服务业,2015-07-23,,,,,1000.0,832962.OC,悦居智能,协议转让
海通证券股份有限公司,公共服务、环卫服务、专业咨询服务,291.0,,公用事业Ⅱ,石家庄高新区,土木工程建筑业,2015-07-23,,,,,4066.0,832963.OC,海鹰环境,协议转让
招商证券股份有限公司,白酒、啤酒、葡萄酒,,,食品、饮料与烟草,非高新产业区,批发业,2015-07-23,,,,,625.0,832965.OC,金易久大,协议转让
国泰君安证券股份有限公司,基因制品、医院,1010.5263,,制药、生物科技与生命科学,中关村科技园区,研究和试验发展,2015-07-23,,,,,4800.0,832979.OC,弘天生物,协议转让
西南证券股份有限公司,广告代理、影视制作发行,1457.1877,12446.46,媒体Ⅱ,非高新产业区,商务服务业,2015-07-23,,5.91,2016-03-25 00:00:00,,2106.0,832985.OC,必然传媒,做市转让
中信建投证券股份有限公司,专用设备与零部件,4500.0,64800.0,资本货物,非高新产业区,通用设备制造业,2015-07-22,,3.6,2016-04-08 00:00:00,,18000.0,832726.OC,艾瑞斯,协议转让
广发证券股份有限公司,印刷机械,1953.6,,资本货物,非高新产业区,专用设备制造业,2015-07-22,,,,,3300.0,832769.OC,汕樟轻工,协议转让
东兴证券股份有限公司,运营平台系统,7440.4289,391501.219498,软件与服务,非高新产业区,软件和信息技术服务业,2015-07-22,,38.38,2016-04-14 00:00:00,,10200.6571,832800.OC,赛特斯,协议转让
中信建投证券股份有限公司,纸品,118.7334,,材料Ⅱ,非高新产业区,造纸和纸制品业,2015-07-22,,,,,1318.7334,832804.OC,浩明科技,协议转让
国金证券股份有限公司,乳制品,4177.8842,60833.937148,食品、饮料与烟草,非高新产业区,食品制造业,2015-07-22,,7.19,2016-04-14 00:00:00,,8460.9092,832821.OC,金丹科技,做市转让
长江证券股份有限公司,电子元器件,991.7016,7038.0,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2015-07-22,,2.76,2016-03-03 00:00:00,,2550.0,832826.OC,东方信息,协议转让
国金证券股份有限公司,专业咨询服务,1521.865,,商业和专业服务,南京高新区,商务服务业,2015-07-22,,,,,5000.0,832843.OC,惠通创意,协议转让
华创证券有限责任公司,运营平台系统、专用设备与零部件,,,公用事业Ⅱ,非高新产业区,科技推广和应用服务业,2015-07-22,,,,,2600.0,832847.OC,三水能源,协议转让
东北证券股份有限公司,水、电解质及酸碱平衡调节制剂,1888.0083,21509.55,材料Ⅱ,昆明高新区,有色金属冶炼和压延加工业,2015-07-22,,4.23,2016-04-14 00:00:00,,5085.0,832850.OC,大泽电极,协议转让
东莞证券股份有限公司,有机化工原料,2130.765,23992.5,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2015-07-22,,4.57,2016-03-25 00:00:00,,5250.0,832856.OC,一滕股份,做市转让
国信证券股份有限公司,电子测试和测量仪器,,,技术硬件与设备,桂林高新区,仪器仪表制造业,2015-07-22,,,,,3190.21,832885.OC,星辰科技,协议转让
中泰证券股份有限公司,专用设备与零部件,,,材料Ⅱ,非高新产业区,有色金属冶炼和压延加工业,2015-07-22,,,,,1500.0,832892.OC,捷昕精密,协议转让
中信证券股份有限公司,其他休闲用品,6653.3333,,食品、饮料与烟草,非高新产业区,食品制造业,2015-07-22,,,,,20670.0,832897.OC,回头客,协议转让
金元证券股份有限公司,网络游戏、影视制作发行,273.7499,53025.0,媒体Ⅱ,非高新产业区,软件和信息技术服务业,2015-07-22,,101.0,2016-03-25 00:00:00,,525.0,832900.OC,紫荆股份,协议转让
西南证券股份有限公司,冶金机械,281.5,,资本货物,非高新产业区,专用设备制造业,2015-07-22,,,,,1000.0,832951.OC,华进科技,协议转让
中信建投证券股份有限公司,包装机械、风电、工控机械、印刷机械,,,资本货物,中关村科技园区,专用设备制造业,2015-07-22,,,,,2000.0,832976.OC,富雷实业,协议转让
东兴证券股份有限公司,专用设备与零部件,2000.0,46680.0,资本货物,非高新产业区,专用设备制造业,2015-07-21,,7.78,2016-04-13 00:00:00,,6000.0,832474.OC,卓越鸿昌,做市转让
华泰证券股份有限公司,装修工程,1937.0,38050.0,资本货物,非高新产业区,建筑装饰和其他建筑业,2015-07-21,,5.0,2016-04-07 00:00:00,,7610.0,832707.OC,国豪股份,协议转让
兴业证券股份有限公司,专用设备与零部件,,,资本货物,非高新产业区,专用设备制造业,2015-07-21,,,,,1288.0,832733.OC,威格科技,协议转让
东兴证券股份有限公司,环保机械,223.1838,,商业和专业服务,非高新产业区,生态保护和环境治理业,2015-07-21,,,,,601.0,832750.OC,合璟环保,协议转让
长城证券股份有限公司,互联网服务、通信终端设备,4688.2794,39462.12,技术硬件与设备,深圳高新区,软件和信息技术服务业,2015-07-21,,5.99,2016-04-05 00:00:00,,6588.0,832770.OC,赛格导航,协议转让
东吴证券股份有限公司,行业专用软件、通信终端设备,400.0,1000.0,软件与服务,非高新产业区,软件和信息技术服务业,2015-07-21,,1.0,2016-04-01 00:00:00,,1000.0,832776.OC,雨来科技,协议转让
广发证券股份有限公司,互联网服务,137.7776,,软件与服务,非高新产业区,互联网和相关服务,2015-07-21,,,,,1377.7776,832828.OC,凡科股份,协议转让
东兴证券股份有限公司,专业咨询服务,,,商业和专业服务,中关村科技园区,商务服务业,2015-07-21,,,,,500.0,832830.OC,汉哲咨询,协议转让
光大证券股份有限公司,变电设备、输电设备,285.75,,资本货物,非高新产业区,电气机械和器材制造业,2015-07-21,,,,,1579.4,832833.OC,易霸科技,协议转让
东吴证券股份有限公司,菌藻类,1394.6438,580.999536,食品、饮料与烟草,非高新产业区,农业,2015-07-21,,0.18,2015-12-21 00:00:00,,3227.7752,832838.OC,华绿生物,协议转让
招商证券股份有限公司,显示设备,1653.2166,5620.0,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2015-07-21,,1.0,2015-11-27 00:00:00,,5620.0,832840.OC,亚世光电,协议转让
东北证券股份有限公司,继电保护及调度自动化,1213.1033,34434.49,公用事业Ⅱ,非高新产业区,电力、热力生产和供应业,2015-07-21,,9.83,2016-04-14 00:00:00,,3503.0,832854.OC,紫光新能,协议转让
国元证券股份有限公司,环保机械、环卫服务、通信终端设备,2902.6125,32130.0,能源Ⅱ,南京高新区,专用设备制造业,2015-07-21,,6.3,2016-04-14 00:00:00,,5100.0,832865.OC,天膜科技,做市转让
国信证券股份有限公司,冷冻食品,750.6,,食品、饮料与烟草,非高新产业区,食品制造业,2015-07-21,,,,,2001.6,832877.OC,八记食品,协议转让
国信证券股份有限公司,建筑型材,725.6666,,材料Ⅱ,非高新产业区,非金属矿物制品业,2015-07-21,,,,,3400.0,832880.OC,长泰源,协议转让
国信证券股份有限公司,互联网服务,900.0,184989.0,软件与服务,中关村科技园区,软件和信息技术服务业,2015-07-21,,22.98,2016-03-15 00:00:00,,8050.0,832896.OC,道有道,做市转让
东北证券股份有限公司,原料药,520.5,,制药、生物科技与生命科学,非高新产业区,医药制造业,2015-07-21,,,,,1600.0,832928.OC,曼氏生物,协议转让
国都证券股份有限公司,保健食品,338.5642,2747.0,制药、生物科技与生命科学,非高新产业区,医药制造业,2015-07-21,,3.35,2016-04-12 00:00:00,,820.0,832952.OC,坤七药业,协议转让
安信证券股份有限公司,其他消费电子产品,895.972,,资本货物,非高新产业区,电气机械和器材制造业,2015-07-20,,,,,3875.1387,832689.OC,德尔能,协议转让
西南证券股份有限公司,电子元器件,4635.8978,111188.000532,技术硬件与设备,新余高新区,计算机、通信和其他电子设备制造业,2015-07-20,,15.96,2015-11-10 00:00:00,,6966.6667,832766.OC,沃格光电,协议转让
海通证券股份有限公司,影视制作发行,759.0,,媒体Ⅱ,中关村科技园区,软件和信息技术服务业,2015-07-20,,,,,2530.0,832817.OC,身临其境,协议转让
中国中投证券有限责任公司,其他纺织品及原料,257.0826,,耐用消费品与服装,非高新产业区,皮革、毛皮、羽毛及其制品和制鞋业,2015-07-20,,,,,8257.0826,832827.OC,百逸达,协议转让
