证券代码,年度,挂牌日期,主办券商,所属园区,所属证监会行业,摘牌日期,挂牌年度,挂牌月份,证券简称,资产总计,归属母公司股东的权益,营业收入,营业成本,销售费用,管理费用,财务费用,归属母公司股东的净利润,非经常性损益,扣除非经常性损益后的净利,经营活动产生的现金流量净额,应收账款,固定资产,ROA,折旧,长期待摊费用摊销,存货的减少,经营性应收项目的减少,经营性应付项目的增加,实际披露日期,报告期,挂牌前后,relativeYear
430758.OC,2011,2014-05-30,国联证券股份有限公司,西安高新区,软件和信息技术服务业,,2014,5,四联智能,359225410.74,173399129.07,316954832.09,252881789.88,4802513.31,17719270.06,2210847.66,24906028.36,1548566.42,23357461.94,10619298.55,84213266.21,14874412.07,6.9333,1018456.15,,-64441444.95,-34100509.92,77972914.66,,,挂牌前,-3
430759.OC,2011,2014-05-30,国信证券股份有限公司,非高新产业区,铁路、船舶、航空航天和其他运输设备制造业,,2014,5,凯路仕,36322965.75,11228821.28,33936988.8,26392448.85,1229546.43,2929757.33,1052637.27,1383971.38,5117.04,1378854.34,-18296427.17,13500280.07,479301.32,3.8102,67480.83,,-4460329.63,-10911524.56,-6012536.67,,,挂牌前,-3
430760.OC,2011,2014-05-29,平安证券有限责任公司,武汉东湖高新区非上市股份有限公司,技术硬件与设备,2015-01-16,2014,5,奥新科技(退市),146757753.98,83109649.33,156968677.3,111339700.39,5343143.34,22213411.64,1528948.07,16265331.3,1969446.42,14295900,8957512.33,34059074.36,43721051.99,11.077,4008060,,-10768364.67,-4018017.67,2049701.05,,,挂牌前,-3
430761.OC,2011,2014-05-30,方正证券股份有限公司,非高新产业区,批发业,,2014,5,升禾环保,15196281.28,-746498.61,7312769.19,5029913.25,1033333.01,4651737.42,1182333.4,-3862156.95,28277.88,-3890434.83,-1568862.14,1463093.37,4718857.34,-25.4151,174186.3,,-274703.62,-2239894.36,4260165.28,,,挂牌前,-3
430762.OC,2011,2014-07-17,平安证券有限责任公司,非高新产业区,畜牧业,,2014,7,荣昌育种,134850376.21,62820669.85,23876748.5,13189982.3,431440.84,4222656.89,5429984.64,-2873873.17,-359064.63,-2514808.54,-42354308.24,33117,29569429.21,-2.1312,2735947.76,,-2467430.39,-74393841.28,24935599.47,,,挂牌前,-3
430763.OC,2011,2014-05-30,西部证券股份有限公司,中关村科技园区,计算机、通信和其他电子设备制造业,,2014,5,爱科迪,34577532.82,26931154.11,43380055.32,22927788.66,2456709.07,9567192.64,-11324.27,7910467.18,533045.6,7377421.58,7869997.96,6270186.97,1805100.29,22.8775,392327.94,,-7366720.95,6702060.63,75890.26,,,挂牌前,-3
430764.OC,2011,2014-05-30,中泰证券股份有限公司,非高新产业区,专业技术服务业,,2014,5,美诺福,36185849.42,22383583.72,34669168.97,16222939.82,7091391.43,6210376.68,753648.11,3041198.92,255184.02,2786014.9,-612898.87,10184558.03,805939.86,8.4044,302869.85,,-12080339.48,472057.85,5984721.25,,,挂牌前,-3
830766.OC,2011,2014-05-30,方正证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2014,5,博锐尚格,17729508.36,15889014.98,4496737.32,2223086.16,637818.28,2513994.38,-4891.59,-742286.57,,,-2983529.42,3532705.2,474538.01,-4.1867,72101.84,12820.61,-1098258.06,-2323438.41,1023125.18,,,挂牌前,-3
830773.OC,2011,2014-05-30,南京证券股份有限公司,洛阳高新区,专用设备制造业,,2014,5,正扬股份,59996341.99,31096616.38,50075313.38,26214322.11,766989.6,3699992.09,-58946.63,16073352.17,-1873680.39,17947032.56,-7186062.31,6175,4374794.92,26.7906,562074.12,,-5413604.6,2861740.49,-22138524.45,,,挂牌前,-3
830774.OC,2011,2014-05-30,天风证券股份有限公司,济南高新区,医药制造业,,2014,5,百博生物,1760976.53,1049607.86,2479899.36,1539855.76,323921.84,516657.43,292.63,53429.04,-475.75,53904.79,628660.46,487294.63,340928.37,3.0341,55080.15,,98262.42,12782.9,406464.43,,,挂牌前,-3
830775.OC,2011,2014-05-30,太平洋证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2014,5,吉华材料,40804066.56,10499148.23,64952747.25,41442590.59,1501226.47,10409564.44,1053442.31,8783798.52,-7558.57,8791357.09,-19637029.71,27062221.16,1620689.42,21.5268,224260.02,,-1872000.16,-9249574.71,-19007292.35,,,挂牌前,-3
830778.OC,2011,2014-06-04,平安证券有限责任公司,非高新产业区,商务服务业,,2014,6,博思堂,19248620.15,8033484.95,72235000.43,34549546.57,9281631.96,18884669.4,23606.2,2589889.16,55272.17,2534600,2284939.62,8188715.3,3082272.32,13.4549,830633.79,148064.07,,-2222185.19,623648.72,,,挂牌前,-3
830781.OC,2011,2014-06-04,东兴证券股份有限公司,非高新产业区,商务服务业,,2014,6,精鹰传媒,3515369.68,26159.45,6153183,4877217.5,382993.8,815732.18,-2472.1,-141494.44,-2001.16,-139493.28,1460195.45,393487,541293.27,-4.025,187122.6,31666.67,,-10487,1523634.08,,,挂牌前,-3
830785.OC,2011,2014-06-05,新时代证券股份有限公司,非高新产业区,农副食品加工业,,2014,6,冰洋科技,31534705.73,21076108.26,26705597.89,25618923.45,552149,1163673.9,856503.06,-1577322.27,0,-1577322.27,438740.01,1064141.57,23419837.8,-5.0019,1871032.34,,-2612401.1,1582002.27,791001.13,,,挂牌前,-3
830786.OC,2011,2014-06-04,申万宏源证券有限公司,非高新产业区,专业技术服务业,,2014,6,华源股份,62085646.86,33695429.26,56487443.86,30465779.78,,10567740.24,366837.62,7654697.26,132296.8,7522400.46,5656403.09,13356942.9,10940215.35,12.3293,2206815.46,33380.04,,-8299244.2,1985101.04,,,挂牌前,-3
830787.OC,2011,2014-06-04,中国中投证券有限责任公司,福州高新区,印刷和记录媒介复制业,,2014,6,唐朝股份,23911936.47,20053865.18,17221069.91,16059160.6,15250,693693.37,271593.65,63060.2,0,63060.2,-2401583.52,4869718.69,9662610.21,0.2637,1265972.64,,-190397.01,-4483558.92,671779.05,,,挂牌前,-3
830790.OC,2011,2014-06-10,东北证券股份有限公司,长春高新区,仪器仪表制造业,,2014,6,希迈气象,39997710.16,29719881.85,30987562.16,18212307.38,1816917.46,7939974.85,-172205.81,4792189.05,2249435.49,2542753.56,-8862846.04,5766408.68,1601374.82,11.9812,306301.24,11111.1,2451041.8,-2291675.93,-14209052,,,挂牌前,-3
830795.OC,2011,2014-06-13,广发证券股份有限公司,非高新产业区,汽车制造业,,2014,6,骏汇股份,39126148.69,12514686.07,57059011.08,35174553.62,5684729.55,9302922.2,1754061.13,3614481.86,-43802.11,3658283.97,-4967345.11,10819932.16,8480305.85,9.0349,925354.28,2777.78,-5367596.4,-839482.91,-3415006.8,,,挂牌前,-3
830798.OC,2011,2014-06-13,大通证券股份有限公司,非高新产业区,商务服务业,,2014,6,中外名人,579044611.06,232198317.2,705534869.25,557060072.24,20751491.71,34798554.99,4409131.3,53392834.73,2058649.75,51334184.98,-143798319.75,31471301.7,2235534.62,9.2209,834842.26,,-18461962.3,-186370801.95,-3617163.17,,,挂牌前,-3
830799.OC,2011,2014-06-09,光大证券股份有限公司,非高新产业区,软件和信息技术服务业,,2014,6,艾融软件,7240937.72,6346718.02,9769114.92,3986868.89,,4466657.6,743.3,305036.34,100676,204360.34,742981.66,3483082.72,23662.02,4.2127,18585.16,,-236968.05,-1534239.44,1415535.53,,,挂牌前,-3
830800.OC,2011,2014-06-10,西南证券股份有限公司,非高新产业区,土木工程建筑业,,2014,6,天开园林,511961900.2,239402447.97,417052007.25,296603306.42,732474.6,45484105.17,944431.84,41903428.42,-4479774.29,46383202.71,-84976096.98,61329715.81,9895861.94,8.1849,1643294.79,664921.41,-118714016.4,-47138293.48,35500730.91,,,挂牌前,-3
830801.OC,2011,2014-06-06,中国中投证券有限责任公司,非高新产业区,商务服务业,,2014,6,盈富通,13144739.64,11265093.56,6142606.99,3628145.38,216689.38,431878.77,2583,1848979.4,0,1848979.4,396799.47,3590336.26,500511.18,14.0663,127111.92,,-822807.08,-2046627.71,1232941.9,,,挂牌前,-3
830803.OC,2011,2014-06-10,中原证券股份有限公司,沈阳高新区,专用设备制造业,,2014,6,新松医疗,35753180.44,29063024.83,26175633.96,16856132.04,2091581.04,4082593.23,-40335.73,5265114.89,1361287.23,3903827.66,7896973.91,1311794.28,5047033.47,14.7288,492634.13,181740.11,-1517706.99,1836093.41,1996473.27,,,挂牌前,-3
830805.OC,2011,2014-06-10,光大证券股份有限公司,非高新产业区,通用设备制造业,,2014,6,德马科技,188295919.24,5519131.64,208493144.29,163678396.8,12703331.11,32032512.39,6018774.95,-4179337.25,6572818.15,-10752155.4,5910536.96,47155127.26,35919757.26,-2.2196,4331280.95,124700.36,-15519669.45,-22335555.45,35537615.72,,,挂牌前,-3
830806.OC,2011,2014-06-06,中泰证券股份有限公司,昆明高新区,软件和信息技术服务业,,2014,6,ST亚锦,5121992.96,5052844.62,2072997.59,1007380.96,687954.46,264245.59,485.73,55159.53,0,55159.53,-245712.25,182520.88,133778.7,1.0769,27257.41,,62180.38,-221177.71,-193117.62,,,挂牌前,-3
830815.OC,2011,2014-06-20,华龙证券股份有限公司,中关村科技园区,计算机、通信和其他电子设备制造业,,2014,6,蓝山科技,199146777.71,86568970.18,235899013.83,145301567.9,9810665.15,25593121.73,4075007.98,33603640.06,28610899.38,13184952.2,4425483.89,27791034.54,4762788.32,20.9875,2342563.09,,-24441822.73,-172495.8,-21745428.99,,,挂牌前,-3
830819.OC,2011,2014-06-24,中银国际证券有限责任公司,中关村科技园区,软件和信息技术服务业,,2014,6,致生联发,9472749.84,9189276.82,18934567.13,930464.98,170592.19,8442641.55,-14932.39,9485165.79,32182.6,9452983.19,-2663738.38,1199907.62,180154.21,100.1311,87912.34,,-49401.99,-537710.9,-12301473.54,,,挂牌前,-3
830820.OC,2011,2014-06-30,安信证券股份有限公司,营口高新区,专用设备制造业,,2014,6,大族冠华,540323319.28,322647392.44,301975141.19,185221875.28,69018840.29,45802937.89,6888848.45,30007990.64,6259717.87,23748272.77,8562335.2,106928450.41,166816191.24,5.5029,13327128.26,89346.19,-33048084.86,29362503.51,-39660488.45,,,挂牌前,-3
830821.OC,2011,2014-06-23,国元证券股份有限公司,非高新产业区,食品制造业,,2014,6,雪郎生物,72588655.64,63630106.36,4117735.05,4132127.97,169204.51,2490786.09,-14197.32,-2369893.64,-20003.59,-2349890.05,-21490845.03,422920,47116919.05,-3.2648,229436.08,,-2240617.42,-832225.22,-16125718.5,,,挂牌前,-3
830847.OC,2011,2014-07-11,湘财证券股份有限公司,乐山高新区,电气机械和器材制造业,,2014,7,晟嘉电气,65155052.66,26281841.64,44867847.95,34284282.92,1445782.85,4663894.76,1351959.61,2432398.32,423864.82,2008533.5,-8920297.01,18939222.32,12258661.56,3.7332,1038864.49,52800,-4425251.51,-4905468.53,-4763780.23,,,挂牌前,-3
830859.OC,2011,2014-07-21,长江证券股份有限公司,武汉东湖高新区,畜牧业,,2014,7,金旭农发,337439029.2,201460528.23,368809257.95,310734991.17,10668263.25,24466613.7,3568222.52,29694975.24,5243537.44,24451437.8,25279811.6,11584282.59,88709547.39,9.197,12335463.09,97638.96,-6723224.38,33823375.26,-43159677.51,,,挂牌前,-3
830864.OC,2011,2014-07-17,中国中投证券有限责任公司,大连高新区,软件和信息技术服务业,,2014,7,诚思科技,5305621.86,4882162.51,11924256.84,4752019.74,421,3750241.7,16941.91,3452614.58,76500,3376114.58,937816.57,2601897.62,393777.96,63.8496,,,,,,,,挂牌前,-3
830865.OC,2011,2014-07-16,广发证券股份有限公司,非高新产业区,零售业,,2014,7,南菱汽车,1249121946.17,358388537.88,2706860950.84,2404990328.36,122129490.5,51271883.91,32327765.16,53818128.4,,,64352681.1,104277120.44,196683413.07,4.7267,,,,,,,,挂牌前,-3
830871.OC,2011,2014-07-17,国泰君安证券股份有限公司,中关村科技园区,仪器仪表制造业,,2014,7,天元晟业,1575306.86,932963.44,,,,,,,,,,,31519.64,,,,,,,,,挂牌前,-3
830873.OC,2011,2014-07-16,申万宏源证券有限公司,中关村科技园区,专业技术服务业,,2014,7,奥测世纪,2277121.87,2110476.44,6431818.86,4001945.98,109008.07,1651294.92,-314.51,273909.65,63227.31,210682.34,-848781.72,693924.65,333886.14,12.0288,167243.56,36156,689,-241972.32,-943923.06,,,挂牌前,-3
830898.OC,2011,2014-08-01,光大证券股份有限公司,中关村科技园区,广播、电视、电影和影视录音制作业,,2014,8,华人天地,4383239.84,2714704.59,1968284,1182011.96,,665031.21,-314.19,-127405.34,7500,-134905.34,117685.3,159303.1,779070.46,-2.9066,69671.26,28829.96,,598567.62,-578463.37,,,挂牌前,-3
830900.OC,2011,2014-08-04,申万宏源证券有限公司,非高新产业区,非金属矿物制品业,,2014,8,维福特,54326662.07,48926571.39,3717948.7,1005907.06,,1109144.49,-3131.37,396366.05,,,-40505494.57,4219500,5850458.39,0.7296,202755.4,333000,-5068749.4,-36568348.5,463569.69,,,挂牌前,-3
830902.OC,2011,2014-07-31,湘财证券股份有限公司,非高新产业区,通用设备制造业,,2014,7,长仪股份,91683168.35,61602193.84,49634791.66,27190901.34,4451641.16,8906323.71,984538.71,6519427.39,414847.88,6104600,99250.38,35851329.43,7918264.56,7.1108,1472944.56,,-7425749.84,-3732615.7,1234133.6,,,挂牌前,-3
830913.OC,2011,2014-08-08,山西证券股份有限公司,沈阳高新区,有色金属冶炼和压延加工业,,2014,8,中北通磁,254018147.9,166148149.28,416144274.21,312422789.34,3180357.5,30487142.84,3395494.06,50716338.89,2489997.58,48226341.31,23774823.9,56858431.97,50349151.99,19.9656,5032518.81,,-61196080.24,-3181112.78,24307253.38,,,挂牌前,-3
830914.OC,2011,2014-08-11,山西证券股份有限公司,长沙高新区,铁路、船舶、航空航天和其他运输设备制造业,,2014,8,海赛电装,20567200.29,13159407.61,16336710.77,9243870.07,1248948.64,3243729.97,232508.43,3370709.54,,,3657235.99,4159747.32,6315227.64,14.5782,492672.88,,823257.21,-2265347.81,1376989.1,,,挂牌前,-3
830926.OC,2011,2014-08-08,中泰证券股份有限公司,非高新产业区,橡胶和塑料制品业,,2014,8,迪浩股份,59512968.88,41417431.65,62977673.96,43709842.89,5575466.72,3647080.2,416004.98,6099705.91,,,-14898428.76,29796081.52,3954180.62,10.2494,724179.56,,-3722891.37,-25316852.3,5773428.12,,,挂牌前,-3
830938.OC,2011,2014-08-12,江海证券有限公司,非高新产业区,卫生,,2014,8,可恩口腔,15737883.3,15062921.95,730982,380018.47,35299.17,233649.11,-551.06,60211.95,,,104730.17,29786.3,10217098.04,0.3826,76566.96,53000,-297440.22,-463820.64,674961.35,,,挂牌前,-3
830952.OC,2011,2014-08-08,东吴证券股份有限公司,非高新产业区,专用设备制造业,,2014,8,方兰德,399210552.5,177886529.83,452924245.2,379811527.6,3917520.96,25827033.57,-113825.05,35379528.16,24378.98,35355149.18,-28930659.37,251414434,26871713.96,8.8624,2899453.58,1215.56,-10230073.4,-180234261.24,121892554.16,,,挂牌前,-3
830975.OC,2011,2014-08-13,江海证券有限公司,非高新产业区,通用设备制造业,,2014,8,东和股份,24425604.44,5731650.23,24294342.41,17024078.69,1153810.24,3282661.45,325441.5,2054282.16,,,1344090.69,1830322.38,11024638.99,8.4104,702705.74,,-2661210.98,3312589.77,-2520529.98,,,挂牌前,-3
830986.OC,2011,2014-08-11,东北证券股份有限公司,合肥高新区,仪器仪表制造业,,2014,8,伊科耐,10391421.59,1895995.67,,,,,,,,,,2610977.02,1326694.94,,,,,,,,,挂牌前,-3
830989.OC,2011,2014-08-12,江海证券有限公司,中关村科技园区,建筑装饰和其他建筑业,,2014,8,北方空间,199722233.77,42048263.13,242317161.98,204468414.88,4082909.53,12113002.18,886099,12450492.01,,,5380860.93,25645038.85,8873287.88,6.2339,2024123.1,,5993915.96,-28097972.09,9132568.34,,,挂牌前,-3
830991.OC,2011,2014-08-13,中信证券股份有限公司,中关村科技园区,建筑装饰和其他建筑业,,2014,8,康盛伟业,71096795.81,24187327.5,103053795.96,85882694.53,969684.46,10873773.58,1668635.34,1233259.34,-88568.62,1321827.96,3686281.29,21596641.65,2993198.27,1.7137,494326.95,,-2582147.88,-16633720.36,18944330.51,,,挂牌前,-3
831040.OC,2011,2014-08-20,上海证券有限责任公司,郑州高新区,化学原料和化学制品制造业,,2014,8,优波科,3425832.52,505088.57,2773431.03,1562946.62,411247.4,626439.38,31703.88,-83696.08,100,-83796.08,-689248.96,,215904.35,-2.4431,45605.96,4578.25,-775461.52,-204561.17,131029.28,,,挂牌前,-3
831100.OC,2010,2014-08-19,国信证券股份有限公司,武汉东湖高新区,建筑安装业,,2014,8,玉宇环保,,,89967300,,,,,5390100,,,,,,,,,,,,,,挂牌前,-3
831101.OC,2011,2014-08-18,国联证券股份有限公司,中关村科技园区,互联网和相关服务,,2014,8,奥维云网,518610.9,410480.77,,,,,,,,,,,1725.4,,,,,,,,,挂牌前,-3
831121.OC,2011,2014-08-14,中泰证券股份有限公司,非高新产业区,电气机械和器材制造业,,2014,8,力久电机,120036231.01,32741641.83,,,,,,,,,,30727388.83,21121235.79,,,,,,,,,挂牌前,-3
831123.OC,2011,2014-08-21,东北证券股份有限公司,武汉东湖高新区,非金属矿物制品业,,2014,8,大成空间,9623401.68,302123.71,,,,,,,,,,1674689.56,869176.09,,,,,,,,,挂牌前,-3
831223.OC,2011,2014-10-28,西部证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2014,10,江苏中旗,393256100,196779200,401502700,307916000,6301700,27406900,7262000,43033800,1633500,41400300,23386000,115940600,101721800,10.9429,,,,,,,,挂牌前,-3
831270.OC,2011,2014-11-06,江海证券有限公司,非高新产业区,化学原料和化学制品制造业,,2014,11,宇虹颜料,60383883.18,14451219.09,108077575.02,94079305.73,2529233.29,5417888.18,1232183.84,3233288.74,,,5790662.35,5529101.31,14849373.4,5.3546,1712161.87,21228,-7716485.05,1093658.29,6174048.71,,,挂牌前,-3
831293.OC,2011,2014-11-12,江海证券有限公司,非高新产业区,通用设备制造业,,2014,11,征宙机械,124468062.26,75998581.43,93798738.5,75738785.66,3384063.62,10363075.86,-693100.5,3099262.92,,,-1115035.55,9628217.61,23454399.39,2.49,4087127.62,,-3254424,2934484.7,-8405745.51,,,挂牌前,-3
831300.OC,2011,2014-11-07,国海证券股份有限公司,非高新产业区,汽车制造业,,2014,11,同创股份,348749034.87,42800299.9,267244985.71,225143016.66,24167047.43,12428701.61,7206100.02,3452748.11,,,36230364.37,63456578.73,38930340.13,0.99,,,,,,,,挂牌前,-3
831313.OC,2011,2014-11-07,东北证券股份有限公司,非高新产业区,电气机械和器材制造业,,2014,11,中超新材,34604578.24,30451232.51,,,,,,451232.51,,,,,,,,,,,,,,挂牌前,-3
831329.OC,2011,2014-11-12,中泰证券股份有限公司,非高新产业区,批发业,,2014,11,海源达,269737261.37,41561146.63,1288002773.38,1247398289.91,30781794.34,2518953.92,540957.91,4577211.98,,,22714203.3,8408133.35,2737501.07,1.6969,159953.97,,-24576680.53,-69519946.98,110405788.55,,,挂牌前,-3
831348.OC,2011,2014-11-13,申万宏源证券有限公司,非高新产业区,电气机械和器材制造业,,2014,11,碧松照明,41985192.2,12608837.68,62967226.24,56547122.05,473861.67,4633397.7,829049.16,391773.14,,,4550640.57,,15629041.68,0.9331,,,,,,,,挂牌前,-3
831408.OC,2011,2014-12-09,国泰君安证券股份有限公司,非高新产业区,水上运输业,,2014,12,大美游轮,121786383.86,44807309.42,61676393.22,45638352.89,3987862.33,11110490.19,1004043.97,10511841.79,,,10655559.99,688077.46,44944781.66,8.6169,5167130.6,881738.67,-150100.11,-19515881.67,12034414.43,,,挂牌前,-3
831471.OC,2008,2014-12-12,广发证券股份有限公司,非高新产业区,土木工程建筑业,,2014,12,北方园林,,,347621275.55,,,,,,,,,,,,,,,,,,,挂牌前,-3
831550.OC,2010,2014-12-31,招商证券股份有限公司,非高新产业区,医药制造业,,2014,12,成大生物,1210567068.06,,,,,,,460978698.95,,,,,,,,,,,,,,挂牌前,-3
831591.OC,2011,2015-01-06,日信证券有限责任公司,非高新产业区,医药制造业,,2015,1,云涛生物,222300858.19,143959701.27,125824630.68,106610366.48,1943221.21,14993024.4,2430390.17,-2392514.29,,,-5550334.32,27459553.33,70267436.42,-1.0763,,,,,,,,挂牌前,-3
831616.OC,2011,2015-01-09,国信证券股份有限公司,西安高新区,软件和信息技术服务业,,2015,1,博达软件,,,7374800,,,,,-441300,,,,,,,,,,,,,,挂牌前,-3
831683.OC,2011,2015-01-15,西南证券股份有限公司,非高新产业区,水上运输业,,2015,1,金航股份,344518797.3,344518797.3,,4800,,,-3597.3,-1202.7,,,-29996002.7,,94920000,-0.0003,,,,-29991202.7,,,,挂牌前,-3
831752.OC,2011,2015-01-20,中国中投证券有限责任公司,非高新产业区,橡胶和塑料制品业,,2015,1,蓝图新材,47995935.09,19447314.95,,,,,,,,,,29243502.51,3421248.58,,,,,,,,,挂牌前,-3
831808.OC,2011,2015-01-16,东吴证券股份有限公司,非高新产业区,农业,,2015,1,神元生物,3568047.81,1992263.47,,,,352639.06,769.03,-353408.09,,,143162.97,,519249.96,-9.9048,,,,,,,,挂牌前,-3
831817.OC,2011,2015-01-23,财通证券股份有限公司,非高新产业区,批发业,,2015,1,捷创技术,76096661.5,19021702.45,135582147.38,113639286.22,7156351.96,9558686.2,-41517.78,2785601.44,,,10367826.1,22823929.33,2932077.89,3.6606,892180.95,,-7854050.53,-21475866.54,35089409.31,,,挂牌前,-3
831874.OC,2011,2015-01-23,东北证券股份有限公司,非高新产业区,软件和信息技术服务业,,2015,1,畅想软件,3599704.4,-246077.71,,,,,,,,,,696946.8,171609.03,,,,,,,,,挂牌前,-3
831988.OC,2012,2015-06-15,平安证券有限责任公司,中关村科技园区,专业技术服务业,,2015,6,乐普四方,367853950.33,214351844.28,94345975.95,53175513.23,12688740.95,20399868.6,1947023.69,5336622.19,1033115.71,4303506.48,-23847405.62,116156905.26,109826622.43,1.4507,17459754.97,,13918909.06,-45341252.23,-21157421.42,,,挂牌前,-3
832002.OC,2011,2015-02-16,国盛证券有限责任公司,非高新产业区,科技推广和应用服务业,,2015,2,赛文技术,7793031.05,7497215.07,2265502.88,1141490.88,23993,568286.12,17780.35,1000066.21,,,4057052.12,772380,291197.15,12.8328,105279.55,,1054035.02,2112794.81,-233547.09,,,挂牌前,-3
832004.OC,2012,2015-06-17,中信建投证券股份有限公司,中关村科技园区,仪器仪表制造业,,2015,6,海林节能,307343559.98,128418537.51,264361017.09,173715549.86,38428487.75,38634758.84,5108968.18,5431656.41,4488461.69,943194.72,37766956.13,91811762.91,97942045.4,1.8928,6694004.95,52795.67,-6723833.24,-17580165.93,40709501.18,,,挂牌前,-3
832043.OC,2011,2015-02-25,华福证券有限责任公司,非高新产业区,专用设备制造业,,2015,2,卫东环保,241048436.71,147831637.34,82663209.27,61584771.87,1998671.73,10833753.69,1611893.87,2700644.66,,,4623131.11,32824092.56,35052760.66,1.1204,,,,,,2013-09-05,2011-12-31,挂牌前,-3
832063.OC,2011,2015-03-05,中山证券有限责任公司,非高新产业区,计算机、通信和其他电子设备制造业,,2015,3,鸿辉光通,261682019.14,130840090.79,413476841.49,346734882.09,11411939.35,19357954.06,2831288.26,29114076.3,2141000,26973100,-36790098.9,107321845.83,12145803.51,11.1257,,,-29659000,-78944700,37186400,,,挂牌前,-3
832066.OC,2012,2015-06-09,中原证券股份有限公司,非高新产业区,家具制造业,,2015,6,和道股份,58983207.46,-30128.13,24723964.81,18635713.47,66375.69,2872370.84,2539015.46,-53833.42,157425.57,-211258.99,962935.42,699977.81,13702972.25,-0.0913,1038572,,-4865571.06,-3582375.5,5763755.76,,,挂牌前,-3
832122.OC,2011,2015-03-17,广发证券股份有限公司,非高新产业区,橡胶和塑料制品业,,2015,3,泽辉股份,70959665.97,25345478.76,32081912.84,,,,,274041.19,,,1818933.63,,,,,,,,,,,挂牌前,-3
832129.OC,2011,2015-03-17,中信建投证券股份有限公司,非高新产业区,医药制造业,,2015,3,新兴药业,63419300,53297100,,,,,,8708000,,,,,,,,,,,,,,挂牌前,-3
832176.OC,2011,2015-03-30,华融证券股份有限公司,非高新产业区,专用设备制造业,,2015,3,三扬股份,4735741.6,4337599.34,5741167.81,5146670.42,77137.4,331221.45,64234.51,33932.45,,,-543853.64,726888.46,674975.88,0.7165,194759.64,,-147910.41,158143.27,-781809.7,,,挂牌前,-3
832197.OC,2011,2015-04-03,长江证券股份有限公司,非高新产业区,电力、热力生产和供应业,,2015,4,丹江电力,607420500,223944100,597640800,498227600,4071900,23048500,2567300,60897400,9270000,51627400,72635200,14284700,314992200,10.0256,,,,,,,,挂牌前,-3
832217.OC,2011,2015-04-21,华泰证券股份有限公司,徐州高新区,通用设备制造业,,2015,4,丰禾支承,54375189.62,13664613.75,17472774,15609498.28,740146.8,1175123.67,397991.86,218463.14,,,-6993686.06,8352614.24,10815856.01,0.4018,,,,,,,,挂牌前,-3
832263.OC,2011,2015-04-08,国元证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,4,美亚高新,108996956.47,82485951.61,331817552.39,273744910.95,8637565.82,23779036.4,-394022.77,22292944.65,,,24494315.51,3958221.1,11747214.21,20.4528,,,,,,,,挂牌前,-3
832274.OC,2011,2015-04-10,广发证券股份有限公司,非高新产业区,软件和信息技术服务业,,2015,4,佳时达,25006000.52,12302315.59,31254400.81,,,,,8751902,,,,,,,,,,,,,,挂牌前,-3
832332.OC,2011,2015-04-28,信达证券股份有限公司,非高新产业区,农副食品加工业,,2015,4,巨鹏食品,104355171.48,52644863.97,41076515.07,24910165.97,158780.7,1611446.72,401796.63,17319111.83,,,-8738980.11,21761954.04,32629083.86,16.5963,,,,,,,,挂牌前,-3
832337.OC,2012,2015-05-12,招商证券股份有限公司,非高新产业区,商务服务业,,2015,5,环渤海,1017363012.62,347072948.33,149888152.81,64315088.45,17490014.88,42989538.13,14917211.25,32628789.85,39070947.4,-6442157.55,35165620.91,,39386958.94,2.5665,26703344.25,,,30365418.34,-23285203.65,,,挂牌前,-3
832347.OC,2012,2015-05-07,山西证券股份有限公司,非高新产业区,专用设备制造业,,2015,5,太矿电气,257790678.45,191773407.08,167812109.57,99834280.87,4469628.44,14668902.98,-107480.52,42423792.55,909197.39,41514595.16,44205131.21,144581291.92,1344216.03,16.4335,314602.55,15580.02,-6470340.26,6942175.51,1131173.07,,,挂牌前,-3
832355.OC,2012,2015-05-08,西南证券股份有限公司,济宁高新区,软件和信息技术服务业,,2015,5,动脉智能,18713831.12,5311128.62,27956654.39,25111784.13,383513.12,1602693.54,202428.3,176877.28,29929.95,146947.33,541702.64,5603576.62,196827.94,0.9452,112286.51,,-2167728.62,-15150443.59,17237741.8,,,挂牌前,-3
832358.OC,2011,2015-04-22,国盛证券有限责任公司,南昌高新区,软件和信息技术服务业,,2015,4,一保通,9943188.28,7277958.47,,,,,,,,,,2034775,1433825.54,,,,,,,,,挂牌前,-3
832360.OC,2012,2015-05-04,中信建投证券股份有限公司,非高新产业区,电气机械和器材制造业,,2015,5,智达光电,37799672.64,19818370.67,25685218.18,17199518.09,681447.88,4787715.98,-11821.62,1299740.3,341382.36,958357.94,-5424665.22,16964167.53,1383322.34,3.4385,212624.51,,1947402.73,-11527504.79,1636501.48,,,挂牌前,-3
832373.OC,2012,2015-05-27,安信证券股份有限公司,非高新产业区,金属制品业,,2015,5,美特桥架,257939124.03,84599253.63,119782481.13,80087520.13,12293429.4,12412225.4,10315717.74,1974564.46,186932.59,1787631.87,-5868553.41,94681576.64,19420154.92,0.7655,2310346.61,,-11706502.8,-14162286.42,4407714.73,,,挂牌前,-3
